In,Out,date,weekday,hour,year,month,dayofyear,weekofyear,holiday
519,754,11,5,9,2015,7,192,28,0
658,911,11,5,10,2015,7,192,28,0
898,860,11,5,11,2015,7,192,28,0
1039,785,11,5,12,2015,7,192,28,0
1290,864,11,5,13,2015,7,192,28,0
1160,935,11,5,14,2015,7,192,28,0
1144,1004,11,5,15,2015,7,192,28,0
1160,952,11,5,16,2015,7,192,28,0
1052,958,11,5,17,2015,7,192,28,0
977,836,11,5,18,2015,7,192,28,0
685,760,11,5,19,2015,7,192,28,0
463,683,11,5,20,2015,7,192,28,0
281,509,11,5,21,2015,7,192,28,0
217,370,11,5,22,2015,7,192,28,0
111,196,11,5,23,2015,7,192,28,0
86,83,12,6,0,2015,7,193,28,0
61,50,12,6,1,2015,7,193,28,0
31,37,12,6,2,2015,7,193,28,0
17,34,12,6,3,2015,7,193,28,0
20,21,12,6,4,2015,7,193,28,0
34,62,12,6,5,2015,7,193,28,0
92,120,12,6,6,2015,7,193,28,0
129,279,12,6,7,2015,7,193,28,0
296,522,12,6,8,2015,7,193,28,0
480,787,12,6,9,2015,7,193,28,0
654,980,12,6,10,2015,7,193,28,0
842,1047,12,6,11,2015,7,193,28,0
981,885,12,6,12,2015,7,193,28,0
1084,884,12,6,13,2015,7,193,28,0
1292,1018,12,6,14,2015,7,193,28,0
966,1044,12,6,15,2015,7,193,28,0
912,942,12,6,16,2015,7,193,28,0
887,901,12,6,17,2015,7,193,28,0
757,670,12,6,18,2015,7,193,28,0
596,546,12,6,19,2015,7,193,28,0
502,526,12,6,20,2015,7,193,28,0
304,419,12,6,21,2015,7,193,28,0
167,293,12,6,22,2015,7,193,28,0
103,134,12,6,23,2015,7,193,28,0
68,61,13,0,0,2015,7,194,29,0
37,20,13,0,1,2015,7,194,29,0
28,24,13,0,2,2015,7,194,29,0
13,19,13,0,3,2015,7,194,29,0
26,32,13,0,4,2015,7,194,29,0
36,69,13,0,5,2015,7,194,29,0
147,193,13,0,6,2015,7,194,29,0
357,428,13,0,7,2015,7,194,29,0
487,646,13,0,8,2015,7,194,29,0
561,707,13,0,9,2015,7,194,29,0
699,824,13,0,10,2015,7,194,29,0
863,810,13,0,11,2015,7,194,29,0
883,763,13,0,12,2015,7,194,29,0
946,805,13,0,13,2015,7,194,29,0
924,814,13,0,14,2015,7,194,29,0
927,930,13,0,15,2015,7,194,29,0
946,887,13,0,16,2015,7,194,29,0
1019,918,13,0,17,2015,7,194,29,0
729,622,13,0,18,2015,7,194,29,0
575,552,13,0,19,2015,7,194,29,0
428,474,13,0,20,2015,7,194,29,0
268,357,13,0,21,2015,7,194,29,0
164,268,13,0,22,2015,7,194,29,0
99,106,13,0,23,2015,7,194,29,0
57,33,14,1,0,2015,7,195,29,0
19,23,14,1,1,2015,7,195,29,0
17,16,14,1,2,2015,7,195,29,0
19,14,14,1,3,2015,7,195,29,0
16,24,14,1,4,2015,7,195,29,0
37,54,14,1,5,2015,7,195,29,0
151,190,14,1,6,2015,7,195,29,0
353,426,14,1,7,2015,7,195,29,0
452,621,14,1,8,2015,7,195,29,0
531,811,14,1,9,2015,7,195,29,0
654,879,14,1,10,2015,7,195,29,0
778,825,14,1,11,2015,7,195,29,0
810,725,14,1,12,2015,7,195,29,0
769,676,14,1,13,2015,7,195,29,0
845,729,14,1,14,2015,7,195,29,0
857,804,14,1,15,2015,7,195,29,0
918,901,14,1,16,2015,7,195,29,0
939,830,14,1,17,2015,7,195,29,0
866,678,14,1,18,2015,7,195,29,0
593,536,14,1,19,2015,7,195,29,0
440,463,14,1,20,2015,7,195,29,0
300,415,14,1,21,2015,7,195,29,0
205,282,14,1,22,2015,7,195,29,0
101,132,14,1,23,2015,7,195,29,0
56,45,15,2,0,2015,7,196,29,0
30,30,15,2,1,2015,7,196,29,0
18,15,15,2,2,2015,7,196,29,0
10,15,15,2,3,2015,7,196,29,0
24,44,15,2,4,2015,7,196,29,0
45,72,15,2,5,2015,7,196,29,0
136,188,15,2,6,2015,7,196,29,0
381,466,15,2,7,2015,7,196,29,0
535,734,15,2,8,2015,7,196,29,0
519,775,15,2,9,2015,7,196,29,0
646,842,15,2,10,2015,7,196,29,0
769,786,15,2,11,2015,7,196,29,0
832,680,15,2,12,2015,7,196,29,0
890,715,15,2,13,2015,7,196,29,0
831,756,15,2,14,2015,7,196,29,0
917,864,15,2,15,2015,7,196,29,0
902,938,15,2,16,2015,7,196,29,0
963,972,15,2,17,2015,7,196,29,0
848,666,15,2,18,2015,7,196,29,0
680,556,15,2,19,2015,7,196,29,0
444,500,15,2,20,2015,7,196,29,0
298,389,15,2,21,2015,7,196,29,0
171,274,15,2,22,2015,7,196,29,0
85,111,15,2,23,2015,7,196,29,0
53,44,16,3,0,2015,7,197,29,0
45,24,16,3,1,2015,7,197,29,0
18,19,16,3,2,2015,7,197,29,0
9,15,16,3,3,2015,7,197,29,0
15,22,16,3,4,2015,7,197,29,0
40,52,16,3,5,2015,7,197,29,0
101,166,16,3,6,2015,7,197,29,0
320,348,16,3,7,2015,7,197,29,0
506,560,16,3,8,2015,7,197,29,0
459,721,16,3,9,2015,7,197,29,0
625,845,16,3,10,2015,7,197,29,0
825,846,16,3,11,2015,7,197,29,0
838,754,16,3,12,2015,7,197,29,0
802,753,16,3,13,2015,7,197,29,0
833,736,16,3,14,2015,7,197,29,0
856,852,16,3,15,2015,7,197,29,0
919,871,16,3,16,2015,7,197,29,0
943,865,16,3,17,2015,7,197,29,0
822,565,16,3,18,2015,7,197,29,0
538,496,16,3,19,2015,7,197,29,0
399,417,16,3,20,2015,7,197,29,0
282,419,16,3,21,2015,7,197,29,0
189,260,16,3,22,2015,7,197,29,0
95,110,16,3,23,2015,7,197,29,0
50,42,17,4,0,2015,7,198,29,0
30,30,17,4,1,2015,7,198,29,0
20,14,17,4,2,2015,7,198,29,0
17,21,17,4,3,2015,7,198,29,0
26,36,17,4,4,2015,7,198,29,0
40,63,17,4,5,2015,7,198,29,0
131,154,17,4,6,2015,7,198,29,0
332,363,17,4,7,2015,7,198,29,0
484,567,17,4,8,2015,7,198,29,0
461,718,17,4,9,2015,7,198,29,0
562,782,17,4,10,2015,7,198,29,0
775,857,17,4,11,2015,7,198,29,0
857,797,17,4,12,2015,7,198,29,0
817,747,17,4,13,2015,7,198,29,0
890,774,17,4,14,2015,7,198,29,0
932,874,17,4,15,2015,7,198,29,0
961,884,17,4,16,2015,7,198,29,0
973,828,17,4,17,2015,7,198,29,0
960,591,17,4,18,2015,7,198,29,0
751,545,17,4,19,2015,7,198,29,0
553,456,17,4,20,2015,7,198,29,0
355,464,17,4,21,2015,7,198,29,0
235,330,17,4,22,2015,7,198,29,0
115,146,17,4,23,2015,7,198,29,0
88,77,18,5,0,2015,7,199,29,0
47,34,18,5,1,2015,7,199,29,0
24,26,18,5,2,2015,7,199,29,0
25,16,18,5,3,2015,7,199,29,0
25,31,18,5,4,2015,7,199,29,0
22,67,18,5,5,2015,7,199,29,0
79,151,18,5,6,2015,7,199,29,0
234,332,18,5,7,2015,7,199,29,0
321,649,18,5,8,2015,7,199,29,0
516,857,18,5,9,2015,7,199,29,0
714,934,18,5,10,2015,7,199,29,0
994,947,18,5,11,2015,7,199,29,0
1094,907,18,5,12,2015,7,199,29,0
1258,877,18,5,13,2015,7,199,29,0
1320,949,18,5,14,2015,7,199,29,0
1300,1046,18,5,15,2015,7,199,29,0
1316,1167,18,5,16,2015,7,199,29,0
1298,1054,18,5,17,2015,7,199,29,0
1076,1050,18,5,18,2015,7,199,29,0
896,916,18,5,19,2015,7,199,29,0
667,797,18,5,20,2015,7,199,29,0
469,770,18,5,21,2015,7,199,29,0
317,607,18,5,22,2015,7,199,29,0
162,305,18,5,23,2015,7,199,29,0
95,118,19,6,0,2015,7,200,29,0
42,58,19,6,1,2015,7,200,29,0
41,49,19,6,2,2015,7,200,29,0
17,32,19,6,3,2015,7,200,29,0
23,22,19,6,4,2015,7,200,29,0
27,59,19,6,5,2015,7,200,29,0
75,136,19,6,6,2015,7,200,29,0
152,305,19,6,7,2015,7,200,29,0
310,506,19,6,8,2015,7,200,29,0
534,756,19,6,9,2015,7,200,29,0
717,1013,19,6,10,2015,7,200,29,0
957,1152,19,6,11,2015,7,200,29,0
1079,1016,19,6,12,2015,7,200,29,0
1213,965,19,6,13,2015,7,200,29,0
1129,970,19,6,14,2015,7,200,29,0
1094,1072,19,6,15,2015,7,200,29,0
1115,1042,19,6,16,2015,7,200,29,0
1135,1060,19,6,17,2015,7,200,29,0
997,944,19,6,18,2015,7,200,29,0
715,828,19,6,19,2015,7,200,29,0
490,671,19,6,20,2015,7,200,29,0
319,561,19,6,21,2015,7,200,29,0
216,368,19,6,22,2015,7,200,29,0
100,155,19,6,23,2015,7,200,29,0
65,74,20,0,0,2015,7,201,30,0
33,37,20,0,1,2015,7,201,30,0
26,27,20,0,2,2015,7,201,30,0
22,22,20,0,3,2015,7,201,30,0
21,36,20,0,4,2015,7,201,30,0
35,77,20,0,5,2015,7,201,30,0
141,213,20,0,6,2015,7,201,30,0
346,437,20,0,7,2015,7,201,30,0
482,541,20,0,8,2015,7,201,30,0
506,734,20,0,9,2015,7,201,30,0
628,833,20,0,10,2015,7,201,30,0
777,858,20,0,11,2015,7,201,30,0
894,746,20,0,12,2015,7,201,30,0
780,760,20,0,13,2015,7,201,30,0
899,798,20,0,14,2015,7,201,30,0
964,805,20,0,15,2015,7,201,30,0
913,862,20,0,16,2015,7,201,30,0
1000,927,20,0,17,2015,7,201,30,0
870,631,20,0,18,2015,7,201,30,0
606,594,20,0,19,2015,7,201,30,0
455,466,20,0,20,2015,7,201,30,0
311,432,20,0,21,2015,7,201,30,0
217,236,20,0,22,2015,7,201,30,0
122,142,20,0,23,2015,7,201,30,0
64,62,21,1,0,2015,7,202,30,0
20,29,21,1,1,2015,7,202,30,0
19,15,21,1,2,2015,7,202,30,0
17,20,21,1,3,2015,7,202,30,0
23,30,21,1,4,2015,7,202,30,0
39,81,21,1,5,2015,7,202,30,0
138,170,21,1,6,2015,7,202,30,0
334,389,21,1,7,2015,7,202,30,0
488,670,21,1,8,2015,7,202,30,0
468,819,21,1,9,2015,7,202,30,0
661,874,21,1,10,2015,7,202,30,0
775,879,21,1,11,2015,7,202,30,0
801,725,21,1,12,2015,7,202,30,0
768,772,21,1,13,2015,7,202,30,0
877,743,21,1,14,2015,7,202,30,0
899,844,21,1,15,2015,7,202,30,0
965,880,21,1,16,2015,7,202,30,0
1010,905,21,1,17,2015,7,202,30,0
952,650,21,1,18,2015,7,202,30,0
648,588,21,1,19,2015,7,202,30,0
501,558,21,1,20,2015,7,202,30,0
375,482,21,1,21,2015,7,202,30,0
215,291,21,1,22,2015,7,202,30,0
117,135,21,1,23,2015,7,202,30,0
81,75,22,2,0,2015,7,203,30,0
35,30,22,2,1,2015,7,203,30,0
12,13,22,2,2,2015,7,203,30,0
11,14,22,2,3,2015,7,203,30,0
17,25,22,2,4,2015,7,203,30,0
40,67,22,2,5,2015,7,203,30,0
135,185,22,2,6,2015,7,203,30,0
378,405,22,2,7,2015,7,203,30,0
484,634,22,2,8,2015,7,203,30,0
532,785,22,2,9,2015,7,203,30,0
653,816,22,2,10,2015,7,203,30,0
882,834,22,2,11,2015,7,203,30,0
895,768,22,2,12,2015,7,203,30,0
874,745,22,2,13,2015,7,203,30,0
773,745,22,2,14,2015,7,203,30,0
831,826,22,2,15,2015,7,203,30,0
983,885,22,2,16,2015,7,203,30,0
954,842,22,2,17,2015,7,203,30,0
842,678,22,2,18,2015,7,203,30,0
616,561,22,2,19,2015,7,203,30,0
464,482,22,2,20,2015,7,203,30,0
325,418,22,2,21,2015,7,203,30,0
175,266,22,2,22,2015,7,203,30,0
88,106,22,2,23,2015,7,203,30,0
63,58,23,3,0,2015,7,204,30,0
39,26,23,3,1,2015,7,204,30,0
27,37,23,3,2,2015,7,204,30,0
24,29,23,3,3,2015,7,204,30,0
25,20,23,3,4,2015,7,204,30,0
42,67,23,3,5,2015,7,204,30,0
146,180,23,3,6,2015,7,204,30,0
329,439,23,3,7,2015,7,204,30,0
511,689,23,3,8,2015,7,204,30,0
469,797,23,3,9,2015,7,204,30,0
652,883,23,3,10,2015,7,204,30,0
806,880,23,3,11,2015,7,204,30,0
894,761,23,3,12,2015,7,204,30,0
878,758,23,3,13,2015,7,204,30,0
983,842,23,3,14,2015,7,204,30,0
1059,920,23,3,15,2015,7,204,30,0
940,908,23,3,16,2015,7,204,30,0
944,879,23,3,17,2015,7,204,30,0
788,680,23,3,18,2015,7,204,30,0
652,502,23,3,19,2015,7,204,30,0
408,466,23,3,20,2015,7,204,30,0
338,414,23,3,21,2015,7,204,30,0
182,275,23,3,22,2015,7,204,30,0
111,106,23,3,23,2015,7,204,30,0
87,41,24,4,0,2015,7,205,30,0
33,25,24,4,1,2015,7,205,30,0
16,18,24,4,2,2015,7,205,30,0
20,26,24,4,3,2015,7,205,30,0
21,31,24,4,4,2015,7,205,30,0
38,69,24,4,5,2015,7,205,30,0
131,159,24,4,6,2015,7,205,30,0
332,432,24,4,7,2015,7,205,30,0
450,702,24,4,8,2015,7,205,30,0
504,844,24,4,9,2015,7,205,30,0
664,956,24,4,10,2015,7,205,30,0
805,948,24,4,11,2015,7,205,30,0
974,793,24,4,12,2015,7,205,30,0
993,798,24,4,13,2015,7,205,30,0
1003,831,24,4,14,2015,7,205,30,0
1063,900,24,4,15,2015,7,205,30,0
1118,1039,24,4,16,2015,7,205,30,0
1160,871,24,4,17,2015,7,205,30,0
1111,819,24,4,18,2015,7,205,30,0
865,658,24,4,19,2015,7,205,30,0
535,577,24,4,20,2015,7,205,30,0
346,451,24,4,21,2015,7,205,30,0
234,303,24,4,22,2015,7,205,30,0
122,175,24,4,23,2015,7,205,30,0
74,94,25,5,0,2015,7,206,30,0
38,31,25,5,1,2015,7,206,30,0
25,37,25,5,2,2015,7,206,30,0
21,26,25,5,3,2015,7,206,30,0
22,22,25,5,4,2015,7,206,30,0
23,45,25,5,5,2015,7,206,30,0
87,145,25,5,6,2015,7,206,30,0
189,323,25,5,7,2015,7,206,30,0
271,537,25,5,8,2015,7,206,30,0
458,739,25,5,9,2015,7,206,30,0
737,981,25,5,10,2015,7,206,30,0
1060,890,25,5,11,2015,7,206,30,0
1366,871,25,5,12,2015,7,206,30,0
1414,1042,25,5,13,2015,7,206,30,0
1183,1021,25,5,14,2015,7,206,30,0
1010,978,25,5,15,2015,7,206,30,0
998,1037,25,5,16,2015,7,206,30,0
1006,984,25,5,17,2015,7,206,30,0
906,869,25,5,18,2015,7,206,30,0
698,773,25,5,19,2015,7,206,30,0
540,692,25,5,20,2015,7,206,30,0
390,561,25,5,21,2015,7,206,30,0
220,404,25,5,22,2015,7,206,30,0
151,216,25,5,23,2015,7,206,30,0
102,104,26,6,0,2015,7,207,30,0
56,68,26,6,1,2015,7,207,30,0
44,50,26,6,2,2015,7,207,30,0
18,38,26,6,3,2015,7,207,30,0
19,20,26,6,4,2015,7,207,30,0
27,52,26,6,5,2015,7,207,30,0
66,118,26,6,6,2015,7,207,30,0
169,344,26,6,7,2015,7,207,30,0
270,542,26,6,8,2015,7,207,30,0
524,820,26,6,9,2015,7,207,30,0
705,1067,26,6,10,2015,7,207,30,0
988,1084,26,6,11,2015,7,207,30,0
1133,961,26,6,12,2015,7,207,30,0
1112,896,26,6,13,2015,7,207,30,0
1160,1141,26,6,14,2015,7,207,30,0
1171,1219,26,6,15,2015,7,207,30,0
1101,1080,26,6,16,2015,7,207,30,0
977,906,26,6,17,2015,7,207,30,0
855,773,26,6,18,2015,7,207,30,0
584,699,26,6,19,2015,7,207,30,0
434,520,26,6,20,2015,7,207,30,0
324,463,26,6,21,2015,7,207,30,0
177,260,26,6,22,2015,7,207,30,0
99,120,26,6,23,2015,7,207,30,0
59,60,27,0,0,2015,7,208,31,0
31,24,27,0,1,2015,7,208,31,0
26,27,27,0,2,2015,7,208,31,0
20,24,27,0,3,2015,7,208,31,0
23,32,27,0,4,2015,7,208,31,0
32,60,27,0,5,2015,7,208,31,0
129,155,27,0,6,2015,7,208,31,0
304,356,27,0,7,2015,7,208,31,0
479,585,27,0,8,2015,7,208,31,0
456,671,27,0,9,2015,7,208,31,0
588,818,27,0,10,2015,7,208,31,0
765,809,27,0,11,2015,7,208,31,0
961,736,27,0,12,2015,7,208,31,0
867,804,27,0,13,2015,7,208,31,0
935,857,27,0,14,2015,7,208,31,0
967,853,27,0,15,2015,7,208,31,0
1023,912,27,0,16,2015,7,208,31,0
851,814,27,0,17,2015,7,208,31,0
720,634,27,0,18,2015,7,208,31,0
551,495,27,0,19,2015,7,208,31,0
459,428,27,0,20,2015,7,208,31,0
330,351,27,0,21,2015,7,208,31,0
202,264,27,0,22,2015,7,208,31,0
92,109,27,0,23,2015,7,208,31,0
52,65,28,1,0,2015,7,209,31,0
29,28,28,1,1,2015,7,209,31,0
21,13,28,1,2,2015,7,209,31,0
14,13,28,1,3,2015,7,209,31,0
15,20,28,1,4,2015,7,209,31,0
36,87,28,1,5,2015,7,209,31,0
127,192,28,1,6,2015,7,209,31,0
341,403,28,1,7,2015,7,209,31,0
533,698,28,1,8,2015,7,209,31,0
545,849,28,1,9,2015,7,209,31,0
686,900,28,1,10,2015,7,209,31,0
900,944,28,1,11,2015,7,209,31,0
881,862,28,1,12,2015,7,209,31,0
874,757,28,1,13,2015,7,209,31,0
942,828,28,1,14,2015,7,209,31,0
968,952,28,1,15,2015,7,209,31,0
1034,961,28,1,16,2015,7,209,31,0
1012,929,28,1,17,2015,7,209,31,0
907,695,28,1,18,2015,7,209,31,0
686,650,28,1,19,2015,7,209,31,0
491,552,28,1,20,2015,7,209,31,0
370,444,28,1,21,2015,7,209,31,0
174,296,28,1,22,2015,7,209,31,0
104,130,28,1,23,2015,7,209,31,0
64,70,29,2,0,2015,7,210,31,0
29,25,29,2,1,2015,7,210,31,0
21,19,29,2,2,2015,7,210,31,0
8,13,29,2,3,2015,7,210,31,0
21,21,29,2,4,2015,7,210,31,0
38,64,29,2,5,2015,7,210,31,0
140,171,29,2,6,2015,7,210,31,0
358,435,29,2,7,2015,7,210,31,0
508,656,29,2,8,2015,7,210,31,0
553,784,29,2,9,2015,7,210,31,0
673,899,29,2,10,2015,7,210,31,0
858,870,29,2,11,2015,7,210,31,0
945,792,29,2,12,2015,7,210,31,0
991,826,29,2,13,2015,7,210,31,0
902,804,29,2,14,2015,7,210,31,0
964,935,29,2,15,2015,7,210,31,0
926,988,29,2,16,2015,7,210,31,0
1023,950,29,2,17,2015,7,210,31,0
851,730,29,2,18,2015,7,210,31,0
604,643,29,2,19,2015,7,210,31,0
481,489,29,2,20,2015,7,210,31,0
353,396,29,2,21,2015,7,210,31,0
165,297,29,2,22,2015,7,210,31,0
108,118,29,2,23,2015,7,210,31,0
64,58,30,3,0,2015,7,211,31,0
35,36,30,3,1,2015,7,211,31,0
15,13,30,3,2,2015,7,211,31,0
12,17,30,3,3,2015,7,211,31,0
23,19,30,3,4,2015,7,211,31,0
30,76,30,3,5,2015,7,211,31,0
127,209,30,3,6,2015,7,211,31,0
358,461,30,3,7,2015,7,211,31,0
488,674,30,3,8,2015,7,211,31,0
553,884,30,3,9,2015,7,211,31,0
662,978,30,3,10,2015,7,211,31,0
745,879,30,3,11,2015,7,211,31,0
923,721,30,3,12,2015,7,211,31,0
929,811,30,3,13,2015,7,211,31,0
914,863,30,3,14,2015,7,211,31,0
987,892,30,3,15,2015,7,211,31,0
1081,981,30,3,16,2015,7,211,31,0
1067,925,30,3,17,2015,7,211,31,0
976,777,30,3,18,2015,7,211,31,0
746,672,30,3,19,2015,7,211,31,0
533,570,30,3,20,2015,7,211,31,0
422,467,30,3,21,2015,7,211,31,0
250,340,30,3,22,2015,7,211,31,0
125,151,30,3,23,2015,7,211,31,0
82,81,31,4,0,2015,7,212,31,0
36,34,31,4,1,2015,7,212,31,0
32,39,31,4,2,2015,7,212,31,0
14,19,31,4,3,2015,7,212,31,0
21,32,31,4,4,2015,7,212,31,0
38,74,31,4,5,2015,7,212,31,0
115,174,31,4,6,2015,7,212,31,0
316,442,31,4,7,2015,7,212,31,0
460,713,31,4,8,2015,7,212,31,0
489,821,31,4,9,2015,7,212,31,0
730,970,31,4,10,2015,7,212,31,0
913,985,31,4,11,2015,7,212,31,0
1012,874,31,4,12,2015,7,212,31,0
997,889,31,4,13,2015,7,212,31,0
1004,934,31,4,14,2015,7,212,31,0
1112,989,31,4,15,2015,7,212,31,0
1108,1010,31,4,16,2015,7,212,31,0
1132,987,31,4,17,2015,7,212,31,0
1055,803,31,4,18,2015,7,212,31,0
830,700,31,4,19,2015,7,212,31,0
656,590,31,4,20,2015,7,212,31,0
512,519,31,4,21,2015,7,212,31,0
312,425,31,4,22,2015,7,212,31,0
179,208,31,4,23,2015,7,212,31,0
101,94,1,5,0,2015,8,213,31,0
48,42,1,5,1,2015,8,213,31,0
50,37,1,5,2,2015,8,213,31,0
31,38,1,5,3,2015,8,213,31,0
23,34,1,5,4,2015,8,213,31,0
37,56,1,5,5,2015,8,213,31,0
101,161,1,5,6,2015,8,213,31,0
223,389,1,5,7,2015,8,213,31,0
375,673,1,5,8,2015,8,213,31,0
553,891,1,5,9,2015,8,213,31,0
806,1002,1,5,10,2015,8,213,31,0
956,1043,1,5,11,2015,8,213,31,0
1084,911,1,5,12,2015,8,213,31,0
1364,880,1,5,13,2015,8,213,31,0
1405,1067,1,5,14,2015,8,213,31,0
1449,1120,1,5,15,2015,8,213,31,0
1448,1147,1,5,16,2015,8,213,31,0
1333,1104,1,5,17,2015,8,213,31,0
1156,1104,1,5,18,2015,8,213,31,0
985,941,1,5,19,2015,8,213,31,0
761,1004,1,5,20,2015,8,213,31,0
513,930,1,5,21,2015,8,213,31,0
336,623,1,5,22,2015,8,213,31,0
189,318,1,5,23,2015,8,213,31,0
101,132,2,6,0,2015,8,214,31,0
53,57,2,6,1,2015,8,214,31,0
38,46,2,6,2,2015,8,214,31,0
31,28,2,6,3,2015,8,214,31,0
19,35,2,6,4,2015,8,214,31,0
29,64,2,6,5,2015,8,214,31,0
78,121,2,6,6,2015,8,214,31,0
200,379,2,6,7,2015,8,214,31,0
388,635,2,6,8,2015,8,214,31,0
616,898,2,6,9,2015,8,214,31,0
868,963,2,6,10,2015,8,214,31,0
1137,1163,2,6,11,2015,8,214,31,0
1407,988,2,6,12,2015,8,214,31,0
1532,1040,2,6,13,2015,8,214,31,0
1451,1131,2,6,14,2015,8,214,31,0
1547,1274,2,6,15,2015,8,214,31,0
1460,1269,2,6,16,2015,8,214,31,0
1409,1262,2,6,17,2015,8,214,31,0
1175,1229,2,6,18,2015,8,214,31,0
997,1105,2,6,19,2015,8,214,31,0
741,1021,2,6,20,2015,8,214,31,0
556,976,2,6,21,2015,8,214,31,0
300,672,2,6,22,2015,8,214,31,0
148,327,2,6,23,2015,8,214,31,0
85,106,3,0,0,2015,8,215,32,0
62,53,3,0,1,2015,8,215,32,0
28,54,3,0,2,2015,8,215,32,0
21,26,3,0,3,2015,8,215,32,0
26,31,3,0,4,2015,8,215,32,0
26,63,3,0,5,2015,8,215,32,0
96,166,3,0,6,2015,8,215,32,0
242,445,3,0,7,2015,8,215,32,0
380,691,3,0,8,2015,8,215,32,0
527,834,3,0,9,2015,8,215,32,0
726,1063,3,0,10,2015,8,215,32,0
1060,1186,3,0,11,2015,8,215,32,0
1158,992,3,0,12,2015,8,215,32,0
1236,1035,3,0,13,2015,8,215,32,0
1275,1086,3,0,14,2015,8,215,32,0
1233,1107,3,0,15,2015,8,215,32,0
1265,1132,3,0,16,2015,8,215,32,0
1158,1053,3,0,17,2015,8,215,32,0
1068,948,3,0,18,2015,8,215,32,0
797,887,3,0,19,2015,8,215,32,0
532,758,3,0,20,2015,8,215,32,0
339,576,3,0,21,2015,8,215,32,0
231,360,3,0,22,2015,8,215,32,0
132,163,3,0,23,2015,8,215,32,0
59,69,4,1,0,2015,8,216,32,0
38,31,4,1,1,2015,8,216,32,0
20,29,4,1,2,2015,8,216,32,0
18,17,4,1,3,2015,8,216,32,0
13,25,4,1,4,2015,8,216,32,0
32,61,4,1,5,2015,8,216,32,0
128,184,4,1,6,2015,8,216,32,0
300,401,4,1,7,2015,8,216,32,0
478,635,4,1,8,2015,8,216,32,0
494,833,4,1,9,2015,8,216,32,0
663,987,4,1,10,2015,8,216,32,0
851,926,4,1,11,2015,8,216,32,0
748,801,4,1,12,2015,8,216,32,0
984,720,4,1,13,2015,8,216,32,0
985,870,4,1,14,2015,8,216,32,0
1114,915,4,1,15,2015,8,216,32,0
949,929,4,1,16,2015,8,216,32,0
973,936,4,1,17,2015,8,216,32,0
695,628,4,1,18,2015,8,216,32,0
697,522,4,1,19,2015,8,216,32,0
442,493,4,1,20,2015,8,216,32,0
289,423,4,1,21,2015,8,216,32,0
152,237,4,1,22,2015,8,216,32,0
100,125,4,1,23,2015,8,216,32,0
49,64,5,2,0,2015,8,217,32,0
29,26,5,2,1,2015,8,217,32,0
20,13,5,2,2,2015,8,217,32,0
20,12,5,2,3,2015,8,217,32,0
23,23,5,2,4,2015,8,217,32,0
36,64,5,2,5,2015,8,217,32,0
130,186,5,2,6,2015,8,217,32,0
337,433,5,2,7,2015,8,217,32,0
489,658,5,2,8,2015,8,217,32,0
540,844,5,2,9,2015,8,217,32,0
679,907,5,2,10,2015,8,217,32,0
849,883,5,2,11,2015,8,217,32,0
913,719,5,2,12,2015,8,217,32,0
879,875,5,2,13,2015,8,217,32,0
910,806,5,2,14,2015,8,217,32,0
1013,924,5,2,15,2015,8,217,32,0
961,889,5,2,16,2015,8,217,32,0
1023,942,5,2,17,2015,8,217,32,0
843,734,5,2,18,2015,8,217,32,0
620,598,5,2,19,2015,8,217,32,0
395,466,5,2,20,2015,8,217,32,0
266,371,5,2,21,2015,8,217,32,0
143,208,5,2,22,2015,8,217,32,0
81,108,5,2,23,2015,8,217,32,0
57,53,6,3,0,2015,8,218,32,0
34,28,6,3,1,2015,8,218,32,0
19,22,6,3,2,2015,8,218,32,0
8,12,6,3,3,2015,8,218,32,0
19,17,6,3,4,2015,8,218,32,0
27,59,6,3,5,2015,8,218,32,0
121,162,6,3,6,2015,8,218,32,0
320,367,6,3,7,2015,8,218,32,0
440,583,6,3,8,2015,8,218,32,0
522,753,6,3,9,2015,8,218,32,0
665,819,6,3,10,2015,8,218,32,0
872,847,6,3,11,2015,8,218,32,0
864,834,6,3,12,2015,8,218,32,0
911,801,6,3,13,2015,8,218,32,0
843,825,6,3,14,2015,8,218,32,0
890,880,6,3,15,2015,8,218,32,0
938,919,6,3,16,2015,8,218,32,0
977,842,6,3,17,2015,8,218,32,0
830,680,6,3,18,2015,8,218,32,0
657,577,6,3,19,2015,8,218,32,0
486,473,6,3,20,2015,8,218,32,0
347,457,6,3,21,2015,8,218,32,0
160,293,6,3,22,2015,8,218,32,0
103,145,6,3,23,2015,8,218,32,0
69,72,7,4,0,2015,8,219,32,0
39,39,7,4,1,2015,8,219,32,0
21,32,7,4,2,2015,8,219,32,0
21,16,7,4,3,2015,8,219,32,0
25,21,7,4,4,2015,8,219,32,0
38,62,7,4,5,2015,8,219,32,0
129,180,7,4,6,2015,8,219,32,0
311,412,7,4,7,2015,8,219,32,0
448,730,7,4,8,2015,8,219,32,0
538,886,7,4,9,2015,8,219,32,0
641,950,7,4,10,2015,8,219,32,0
911,888,7,4,11,2015,8,219,32,0
1007,805,7,4,12,2015,8,219,32,0
932,821,7,4,13,2015,8,219,32,0
1054,878,7,4,14,2015,8,219,32,0
1024,1019,7,4,15,2015,8,219,32,0
1071,965,7,4,16,2015,8,219,32,0
1123,915,7,4,17,2015,8,219,32,0
1034,810,7,4,18,2015,8,219,32,0
