In,Out,date,weekday,hour,year,month,dayofyear,weekofyear,holiday
80,115,10,5,6,2018,3,69,10,0
189,433,10,5,7,2018,3,69,10,0
263,692,10,5,8,2018,3,69,10,0
333,640,10,5,9,2018,3,69,10,0
501,652,10,5,10,2018,3,69,10,0
726,588,10,5,11,2018,3,69,10,0
821,557,10,5,12,2018,3,69,10,0
892,559,10,5,13,2018,3,69,10,0
915,648,10,5,14,2018,3,69,10,0
1031,755,10,5,15,2018,3,69,10,0
1160,763,10,5,16,2018,3,69,10,0
1075,791,10,5,17,2018,3,69,10,0
598,610,10,5,18,2018,3,69,10,0
305,477,10,5,19,2018,3,69,10,0
266,351,10,5,20,2018,3,69,10,0
184,253,10,5,21,2018,3,69,10,0
115,170,10,5,22,2018,3,69,10,0
88,79,10,5,23,2018,3,69,10,0
54,57,11,6,0,2018,3,70,10,0
43,29,11,6,1,2018,3,70,10,0
0,0,11,6,2,2018,3,70,10,0
21,35,11,6,3,2018,3,70,10,0
16,36,11,6,4,2018,3,70,10,0
19,31,11,6,5,2018,3,70,10,0
52,93,11,6,6,2018,3,70,10,0
114,314,11,6,7,2018,3,70,10,0
220,565,11,6,8,2018,3,70,10,0
315,597,11,6,9,2018,3,70,10,0
364,718,11,6,10,2018,3,70,10,0
587,862,11,6,11,2018,3,70,10,0
670,774,11,6,12,2018,3,70,10,0
714,797,11,6,13,2018,3,70,10,0
795,700,11,6,14,2018,3,70,10,0
772,708,11,6,15,2018,3,70,10,0
1011,680,11,6,16,2018,3,70,10,0
924,701,11,6,17,2018,3,70,10,0
495,551,11,6,18,2018,3,70,10,0
352,377,11,6,19,2018,3,70,10,0
240,229,11,6,20,2018,3,70,10,0
200,198,11,6,21,2018,3,70,10,0
117,101,11,6,22,2018,3,70,10,0
77,58,11,6,23,2018,3,70,10,0
47,31,12,0,0,2018,3,71,11,0
29,22,12,0,1,2018,3,71,11,0
21,18,12,0,2,2018,3,71,11,0
14,22,12,0,3,2018,3,71,11,0
8,32,12,0,4,2018,3,71,11,0
41,47,12,0,5,2018,3,71,11,0
138,106,12,0,6,2018,3,71,11,0
353,338,12,0,7,2018,3,71,11,0
502,548,12,0,8,2018,3,71,11,0
355,528,12,0,9,2018,3,71,11,0
395,507,12,0,10,2018,3,71,11,0
442,440,12,0,11,2018,3,71,11,0
486,457,12,0,12,2018,3,71,11,0
533,415,12,0,13,2018,3,71,11,0
611,490,12,0,14,2018,3,71,11,0
613,507,12,0,15,2018,3,71,11,0
833,618,12,0,16,2018,3,71,11,0
696,656,12,0,17,2018,3,71,11,0
425,428,12,0,18,2018,3,71,11,0
293,315,12,0,19,2018,3,71,11,0
177,200,12,0,20,2018,3,71,11,0
140,149,12,0,21,2018,3,71,11,0
96,73,12,0,22,2018,3,71,11,0
60,43,12,0,23,2018,3,71,11,0
27,35,13,1,0,2018,3,72,11,0
22,18,13,1,1,2018,3,72,11,0
11,12,13,1,2,2018,3,72,11,0
15,10,13,1,3,2018,3,72,11,0
12,18,13,1,4,2018,3,72,11,0
51,30,13,1,5,2018,3,72,11,0
169,122,13,1,6,2018,3,72,11,0
385,301,13,1,7,2018,3,72,11,0
516,580,13,1,8,2018,3,72,11,0
355,517,13,1,9,2018,3,72,11,0
409,462,13,1,10,2018,3,72,11,0
419,468,13,1,11,2018,3,72,11,0
393,478,13,1,12,2018,3,72,11,0
414,415,13,1,13,2018,3,72,11,0
495,447,13,1,14,2018,3,72,11,0
581,562,13,1,15,2018,3,72,11,0
821,724,13,1,16,2018,3,72,11,0
655,628,13,1,17,2018,3,72,11,0
408,409,13,1,18,2018,3,72,11,0
288,278,13,1,19,2018,3,72,11,0
185,197,13,1,20,2018,3,72,11,0
145,172,13,1,21,2018,3,72,11,0
96,92,13,1,22,2018,3,72,11,0
105,48,13,1,23,2018,3,72,11,0
32,30,14,2,0,2018,3,73,11,0
24,13,14,2,1,2018,3,73,11,0
10,11,14,2,2,2018,3,73,11,0
9,12,14,2,3,2018,3,73,11,0
15,21,14,2,4,2018,3,73,11,0
42,39,14,2,5,2018,3,73,11,0
157,119,14,2,6,2018,3,73,11,0
363,316,14,2,7,2018,3,73,11,0
512,566,14,2,8,2018,3,73,11,0
329,616,14,2,9,2018,3,73,11,0
386,453,14,2,10,2018,3,73,11,0
360,422,14,2,11,2018,3,73,11,0
417,457,14,2,12,2018,3,73,11,0
483,407,14,2,13,2018,3,73,11,0
476,439,14,2,14,2018,3,73,11,0
581,523,14,2,15,2018,3,73,11,0
835,660,14,2,16,2018,3,73,11,0
659,623,14,2,17,2018,3,73,11,0
444,381,14,2,18,2018,3,73,11,0
318,308,14,2,19,2018,3,73,11,0
234,179,14,2,20,2018,3,73,11,0
162,150,14,2,21,2018,3,73,11,0
91,94,14,2,22,2018,3,73,11,0
82,51,14,2,23,2018,3,73,11,0
40,30,15,3,0,2018,3,74,11,0
18,16,15,3,1,2018,3,74,11,0
11,12,15,3,2,2018,3,74,11,0
11,13,15,3,3,2018,3,74,11,0
22,22,15,3,4,2018,3,74,11,0
45,51,15,3,5,2018,3,74,11,0
176,125,15,3,6,2018,3,74,11,0
319,272,15,3,7,2018,3,74,11,0
479,480,15,3,8,2018,3,74,11,0
309,480,15,3,9,2018,3,74,11,0
338,430,15,3,10,2018,3,74,11,0
300,363,15,3,11,2018,3,74,11,0
329,354,15,3,12,2018,3,74,11,0
353,396,15,3,13,2018,3,74,11,0
396,369,15,3,14,2018,3,74,11,0
468,410,15,3,15,2018,3,74,11,0
575,496,15,3,16,2018,3,74,11,0
531,451,15,3,17,2018,3,74,11,0
328,309,15,3,18,2018,3,74,11,0
227,215,15,3,19,2018,3,74,11,0
155,161,15,3,20,2018,3,74,11,0
122,103,15,3,21,2018,3,74,11,0
86,89,15,3,22,2018,3,74,11,0
52,42,15,3,23,2018,3,74,11,0
38,28,16,4,0,2018,3,75,11,0
17,13,16,4,1,2018,3,75,11,0
11,9,16,4,2,2018,3,75,11,0
20,15,16,4,3,2018,3,75,11,0
20,32,16,4,4,2018,3,75,11,0
28,53,16,4,5,2018,3,75,11,0
116,125,16,4,6,2018,3,75,11,0
286,381,16,4,7,2018,3,75,11,0
435,724,16,4,8,2018,3,75,11,0
313,587,16,4,9,2018,3,75,11,0
367,572,16,4,10,2018,3,75,11,0
472,625,16,4,11,2018,3,75,11,0
514,506,16,4,12,2018,3,75,11,0
549,538,16,4,13,2018,3,75,11,0
673,505,16,4,14,2018,3,75,11,0
692,622,16,4,15,2018,3,75,11,0
945,579,16,4,16,2018,3,75,11,0
870,599,16,4,17,2018,3,75,11,0
534,351,16,4,18,2018,3,75,11,0
433,307,16,4,19,2018,3,75,11,0
300,209,16,4,20,2018,3,75,11,0
220,206,16,4,21,2018,3,75,11,0
145,128,16,4,22,2018,3,75,11,0
141,90,16,4,23,2018,3,75,11,0
48,42,17,5,0,2018,3,76,11,0
31,17,17,5,1,2018,3,76,11,0
19,17,17,5,2,2018,3,76,11,0
16,17,17,5,3,2018,3,76,11,0
16,27,17,5,4,2018,3,76,11,0
26,46,17,5,5,2018,3,76,11,0
77,102,17,5,6,2018,3,76,11,0
157,325,17,5,7,2018,3,76,11,0
229,606,17,5,8,2018,3,76,11,0
279,532,17,5,9,2018,3,76,11,0
341,517,17,5,10,2018,3,76,11,0
508,564,17,5,11,2018,3,76,11,0
612,534,17,5,12,2018,3,76,11,0
651,495,17,5,13,2018,3,76,11,0
698,492,17,5,14,2018,3,76,11,0
853,537,17,5,15,2018,3,76,11,0
1008,584,17,5,16,2018,3,76,11,0
930,546,17,5,17,2018,3,76,11,0
513,467,17,5,18,2018,3,76,11,0
311,365,17,5,19,2018,3,76,11,0
232,282,17,5,20,2018,3,76,11,0
157,260,17,5,21,2018,3,76,11,0
117,151,17,5,22,2018,3,76,11,0
83,96,17,5,23,2018,3,76,11,0
62,70,18,6,0,2018,3,77,11,0
34,32,18,6,1,2018,3,77,11,0
13,23,18,6,2,2018,3,77,11,0
16,23,18,6,3,2018,3,77,11,0
13,27,18,6,4,2018,3,77,11,0
20,32,18,6,5,2018,3,77,11,0
47,72,18,6,6,2018,3,77,11,0
125,262,18,6,7,2018,3,77,11,0
201,519,18,6,8,2018,3,77,11,0
248,576,18,6,9,2018,3,77,11,0
312,797,18,6,10,2018,3,77,11,0
458,858,18,6,11,2018,3,77,11,0
452,747,18,6,12,2018,3,77,11,0
541,685,18,6,13,2018,3,77,11,0
592,552,18,6,14,2018,3,77,11,0
705,528,18,6,15,2018,3,77,11,0
740,517,18,6,16,2018,3,77,11,0
598,435,18,6,17,2018,3,77,11,0
371,397,18,6,18,2018,3,77,11,0
239,273,18,6,19,2018,3,77,11,0
148,182,18,6,20,2018,3,77,11,0
154,136,18,6,21,2018,3,77,11,0
80,74,18,6,22,2018,3,77,11,0
43,45,18,6,23,2018,3,77,11,0
33,20,19,0,0,2018,3,78,12,0
20,15,19,0,1,2018,3,78,12,0
7,10,19,0,2,2018,3,78,12,0
20,9,19,0,3,2018,3,78,12,0
18,31,19,0,4,2018,3,78,12,0
37,36,19,0,5,2018,3,78,12,0
141,129,19,0,6,2018,3,78,12,0
365,304,19,0,7,2018,3,78,12,0
483,481,19,0,8,2018,3,78,12,0
337,486,19,0,9,2018,3,78,12,0
340,535,19,0,10,2018,3,78,12,0
357,436,19,0,11,2018,3,78,12,0
361,421,19,0,12,2018,3,78,12,0
411,434,19,0,13,2018,3,78,12,0
470,437,19,0,14,2018,3,78,12,0
547,517,19,0,15,2018,3,78,12,0
633,590,19,0,16,2018,3,78,12,0
579,611,19,0,17,2018,3,78,12,0
355,362,19,0,18,2018,3,78,12,0
296,223,19,0,19,2018,3,78,12,0
176,170,19,0,20,2018,3,78,12,0
116,147,19,0,21,2018,3,78,12,0
87,91,19,0,22,2018,3,78,12,0
59,37,19,0,23,2018,3,78,12,0
26,28,20,1,0,2018,3,79,12,0
21,22,20,1,1,2018,3,79,12,0
12,7,20,1,2,2018,3,79,12,0
12,12,20,1,3,2018,3,79,12,0
18,27,20,1,4,2018,3,79,12,0
46,36,20,1,5,2018,3,79,12,0
158,123,20,1,6,2018,3,79,12,0
330,309,20,1,7,2018,3,79,12,0
449,462,20,1,8,2018,3,79,12,0
327,449,20,1,9,2018,3,79,12,0
293,418,20,1,10,2018,3,79,12,0
374,440,20,1,11,2018,3,79,12,0
402,467,20,1,12,2018,3,79,12,0
424,404,20,1,13,2018,3,79,12,0
464,505,20,1,14,2018,3,79,12,0
572,655,20,1,15,2018,3,79,12,0
632,589,20,1,16,2018,3,79,12,0
548,582,20,1,17,2018,3,79,12,0
345,360,20,1,18,2018,3,79,12,0
224,197,20,1,19,2018,3,79,12,0
181,180,20,1,20,2018,3,79,12,0
136,146,20,1,21,2018,3,79,12,0
118,80,20,1,22,2018,3,79,12,0
54,36,20,1,23,2018,3,79,12,0
35,32,21,2,0,2018,3,80,12,0
14,21,21,2,1,2018,3,80,12,0
7,8,21,2,2,2018,3,80,12,0
7,9,21,2,3,2018,3,80,12,0
27,23,21,2,4,2018,3,80,12,0
32,32,21,2,5,2018,3,80,12,0
163,106,21,2,6,2018,3,80,12,0
332,284,21,2,7,2018,3,80,12,0
469,441,21,2,8,2018,3,80,12,0
314,432,21,2,9,2018,3,80,12,0
320,446,21,2,10,2018,3,80,12,0
412,465,21,2,11,2018,3,80,12,0
406,377,21,2,12,2018,3,80,12,0
418,431,21,2,13,2018,3,80,12,0
473,425,21,2,14,2018,3,80,12,0
498,534,21,2,15,2018,3,80,12,0
650,547,21,2,16,2018,3,80,12,0
614,587,21,2,17,2018,3,80,12,0
380,355,21,2,18,2018,3,80,12,0
292,279,21,2,19,2018,3,80,12,0
175,220,21,2,20,2018,3,80,12,0
143,121,21,2,21,2018,3,80,12,0
89,68,21,2,22,2018,3,80,12,0
58,47,21,2,23,2018,3,80,12,0
49,24,22,3,0,2018,3,81,12,0
20,12,22,3,1,2018,3,81,12,0
6,16,22,3,2,2018,3,81,12,0
13,8,22,3,3,2018,3,81,12,0
20,15,22,3,4,2018,3,81,12,0
40,41,22,3,5,2018,3,81,12,0
158,116,22,3,6,2018,3,81,12,0
334,311,22,3,7,2018,3,81,12,0
506,467,22,3,8,2018,3,81,12,0
326,461,22,3,9,2018,3,81,12,0
297,445,22,3,10,2018,3,81,12,0
377,421,22,3,11,2018,3,81,12,0
352,396,22,3,12,2018,3,81,12,0
400,415,22,3,13,2018,3,81,12,0
496,413,22,3,14,2018,3,81,12,0
593,495,22,3,15,2018,3,81,12,0
661,588,22,3,16,2018,3,81,12,0
599,587,22,3,17,2018,3,81,12,0
387,358,22,3,18,2018,3,81,12,0
330,272,22,3,19,2018,3,81,12,0
233,196,22,3,20,2018,3,81,12,0
173,132,22,3,21,2018,3,81,12,0
142,91,22,3,22,2018,3,81,12,0
71,50,22,3,23,2018,3,81,12,0
56,26,23,4,0,2018,3,82,12,0
28,17,23,4,1,2018,3,82,12,0
12,4,23,4,2,2018,3,82,12,0
12,8,23,4,3,2018,3,82,12,0
17,10,23,4,4,2018,3,82,12,0
41,41,23,4,5,2018,3,82,12,0
160,109,23,4,6,2018,3,82,12,0
310,290,23,4,7,2018,3,82,12,0
478,440,23,4,8,2018,3,82,12,0
324,510,23,4,9,2018,3,82,12,0
393,559,23,4,10,2018,3,82,12,0
429,543,23,4,11,2018,3,82,12,0
508,506,23,4,12,2018,3,82,12,0
581,545,23,4,13,2018,3,82,12,0
663,522,23,4,14,2018,3,82,12,0
824,672,23,4,15,2018,3,82,12,0
1018,675,23,4,16,2018,3,82,12,0
831,645,23,4,17,2018,3,82,12,0
553,433,23,4,18,2018,3,82,12,0
460,304,23,4,19,2018,3,82,12,0
247,234,23,4,20,2018,3,82,12,0
238,204,23,4,21,2018,3,82,12,0
169,121,23,4,22,2018,3,82,12,0
75,70,23,4,23,2018,3,82,12,0
59,36,24,5,0,2018,3,83,12,0
44,26,24,5,1,2018,3,83,12,0
17,16,24,5,2,2018,3,83,12,0
17,12,24,5,3,2018,3,83,12,0
10,19,24,5,4,2018,3,83,12,0
28,32,24,5,5,2018,3,83,12,0
63,96,24,5,6,2018,3,83,12,0
146,385,24,5,7,2018,3,83,12,0
209,527,24,5,8,2018,3,83,12,0
312,595,24,5,9,2018,3,83,12,0
422,599,24,5,10,2018,3,83,12,0
583,590,24,5,11,2018,3,83,12,0
815,540,24,5,12,2018,3,83,12,0
795,609,24,5,13,2018,3,83,12,0
857,610,24,5,14,2018,3,83,12,0
981,670,24,5,15,2018,3,83,12,0
1036,728,24,5,16,2018,3,83,12,0
956,708,24,5,17,2018,3,83,12,0
567,545,24,5,18,2018,3,83,12,0
366,438,24,5,19,2018,3,83,12,0
248,306,24,5,20,2018,3,83,12,0
171,241,24,5,21,2018,3,83,12,0
139,170,24,5,22,2018,3,83,12,0
98,96,24,5,23,2018,3,83,12,0
51,49,25,6,0,2018,3,84,12,0
42,37,25,6,1,2018,3,84,12,0
23,28,25,6,2,2018,3,84,12,0
13,14,25,6,3,2018,3,84,12,0
17,24,25,6,4,2018,3,84,12,0
37,33,25,6,5,2018,3,84,12,0
48,113,25,6,6,2018,3,84,12,0
152,358,25,6,7,2018,3,84,12,0
192,546,25,6,8,2018,3,84,12,0
286,668,25,6,9,2018,3,84,12,0
466,797,25,6,10,2018,3,84,12,0
691,940,25,6,11,2018,3,84,12,0
810,830,25,6,12,2018,3,84,12,0
886,783,25,6,13,2018,3,84,12,0
927,846,25,6,14,2018,3,84,12,0
995,829,25,6,15,2018,3,84,12,0
1207,833,25,6,16,2018,3,84,12,0
923,741,25,6,17,2018,3,84,12,0
508,551,25,6,18,2018,3,84,12,0
289,396,25,6,19,2018,3,84,12,0
236,294,25,6,20,2018,3,84,12,0
112,370,25,6,21,2018,3,84,12,0
115,119,25,6,22,2018,3,84,12,0
63,56,25,6,23,2018,3,84,12,0
21,29,26,0,0,2018,3,85,13,0
31,18,26,0,1,2018,3,85,13,0
13,23,26,0,2,2018,3,85,13,0
12,12,26,0,3,2018,3,85,13,0
13,25,26,0,4,2018,3,85,13,0
51,49,26,0,5,2018,3,85,13,0
141,128,26,0,6,2018,3,85,13,0
350,330,26,0,7,2018,3,85,13,0
447,588,26,0,8,2018,3,85,13,0
381,648,26,0,9,2018,3,85,13,0
404,624,26,0,10,2018,3,85,13,0
564,691,26,0,11,2018,3,85,13,0
579,589,26,0,12,2018,3,85,13,0
639,532,26,0,13,2018,3,85,13,0
715,569,26,0,14,2018,3,85,13,0
756,621,26,0,15,2018,3,85,13,0
938,723,26,0,16,2018,3,85,13,0
815,660,26,0,17,2018,3,85,13,0
374,440,26,0,18,2018,3,85,13,0
283,324,26,0,19,2018,3,85,13,0
203,242,26,0,20,2018,3,85,13,0
153,181,26,0,21,2018,3,85,13,0
97,115,26,0,22,2018,3,85,13,0
77,40,26,0,23,2018,3,85,13,0
36,20,27,1,0,2018,3,86,13,0
18,10,27,1,1,2018,3,86,13,0
12,11,27,1,2,2018,3,86,13,0
13,12,27,1,3,2018,3,86,13,0
15,22,27,1,4,2018,3,86,13,0
55,46,27,1,5,2018,3,86,13,0
142,109,27,1,6,2018,3,86,13,0
346,381,27,1,7,2018,3,86,13,0
424,569,27,1,8,2018,3,86,13,0
369,659,27,1,9,2018,3,86,13,0
466,599,27,1,10,2018,3,86,13,0
511,573,27,1,11,2018,3,86,13,0
569,557,27,1,12,2018,3,86,13,0
588,536,27,1,13,2018,3,86,13,0
575,528,27,1,14,2018,3,86,13,0
740,651,27,1,15,2018,3,86,13,0
895,695,27,1,16,2018,3,86,13,0
820,690,27,1,17,2018,3,86,13,0
455,438,27,1,18,2018,3,86,13,0
305,328,27,1,19,2018,3,86,13,0
183,254,27,1,20,2018,3,86,13,0
133,223,27,1,21,2018,3,86,13,0
120,151,27,1,22,2018,3,86,13,0
80,45,27,1,23,2018,3,86,13,0
40,29,28,2,0,2018,3,87,13,0
30,21,28,2,1,2018,3,87,13,0
7,4,28,2,2,2018,3,87,13,0
8,13,28,2,3,2018,3,87,13,0
22,23,28,2,4,2018,3,87,13,0
48,44,28,2,5,2018,3,87,13,0
154,127,28,2,6,2018,3,87,13,0
324,341,28,2,7,2018,3,87,13,0
470,607,28,2,8,2018,3,87,13,0
338,620,28,2,9,2018,3,87,13,0
413,651,28,2,10,2018,3,87,13,0
544,656,28,2,11,2018,3,87,13,0
562,560,28,2,12,2018,3,87,13,0
614,527,28,2,13,2018,3,87,13,0
624,554,28,2,14,2018,3,87,13,0
714,624,28,2,15,2018,3,87,13,0
932,686,28,2,16,2018,3,87,13,0
873,700,28,2,17,2018,3,87,13,0
479,456,28,2,18,2018,3,87,13,0
313,314,28,2,19,2018,3,87,13,0
196,305,28,2,20,2018,3,87,13,0
137,192,28,2,21,2018,3,87,13,0
115,114,28,2,22,2018,3,87,13,0
63,59,28,2,23,2018,3,87,13,0
34,29,29,3,0,2018,3,88,13,0
29,17,29,3,1,2018,3,88,13,0
19,13,29,3,2,2018,3,88,13,0
9,11,29,3,3,2018,3,88,13,0
22,24,29,3,4,2018,3,88,13,0
49,47,29,3,5,2018,3,88,13,0
170,107,29,3,6,2018,3,88,13,0
356,366,29,3,7,2018,3,88,13,0
458,639,29,3,8,2018,3,88,13,0
397,660,29,3,9,2018,3,88,13,0
431,692,29,3,10,2018,3,88,13,0
541,724,29,3,11,2018,3,88,13,0
605,578,29,3,12,2018,3,88,13,0
579,627,29,3,13,2018,3,88,13,0
630,603,29,3,14,2018,3,88,13,0
824,695,29,3,15,2018,3,88,13,0
973,728,29,3,16,2018,3,88,13,0
952,695,29,3,17,2018,3,88,13,0
592,505,29,3,18,2018,3,88,13,0
387,328,29,3,19,2018,3,88,13,0
301,264,29,3,20,2018,3,88,13,0
239,195,29,3,21,2018,3,88,13,0
172,119,29,3,22,2018,3,88,13,0
117,67,29,3,23,2018,3,88,13,0
67,42,30,4,0,2018,3,89,13,1
21,13,30,4,1,2018,3,89,13,1
16,10,30,4,2,2018,3,89,13,1
21,9,30,4,3,2018,3,89,13,1
16,20,30,4,4,2018,3,89,13,1
33,34,30,4,5,2018,3,89,13,1
60,108,30,4,6,2018,3,89,13,1
146,328,30,4,7,2018,3,89,13,1
242,627,30,4,8,2018,3,89,13,1
289,599,30,4,9,2018,3,89,13,1
392,633,30,4,10,2018,3,89,13,1
628,594,30,4,11,2018,3,89,13,1
668,508,30,4,12,2018,3,89,13,1
733,437,30,4,13,2018,3,89,13,1
753,501,30,4,14,2018,3,89,13,1
846,526,30,4,15,2018,3,89,13,1
1006,564,30,4,16,2018,3,89,13,1
882,506,30,4,17,2018,3,89,13,1
478,346,30,4,18,2018,3,89,13,1
260,223,30,4,19,2018,3,89,13,1
143,224,30,4,20,2018,3,89,13,1
101,196,30,4,21,2018,3,89,13,1
87,103,30,4,22,2018,3,89,13,1
61,70,30,4,23,2018,3,89,13,1
39,26,31,5,0,2018,3,90,13,0
23,13,31,5,1,2018,3,90,13,0
16,22,31,5,2,2018,3,90,13,0
11,14,31,5,3,2018,3,90,13,0
15,19,31,5,4,2018,3,90,13,0
23,39,31,5,5,2018,3,90,13,0
67,85,31,5,6,2018,3,90,13,0
133,374,31,5,7,2018,3,90,13,0
218,698,31,5,8,2018,3,90,13,0
301,555,31,5,9,2018,3,90,13,0
537,536,31,5,10,2018,3,90,13,0
791,591,31,5,11,2018,3,90,13,0
940,587,31,5,12,2018,3,90,13,0
963,674,31,5,13,2018,3,90,13,0
961,784,31,5,14,2018,3,90,13,0
1050,851,31,5,15,2018,3,90,13,0
1277,955,31,5,16,2018,3,90,13,0
1176,937,31,5,17,2018,3,90,13,0
674,697,31,5,18,2018,3,90,13,0
417,613,31,5,19,2018,3,90,13,0
288,400,31,5,20,2018,3,90,13,0
166,341,31,5,21,2018,3,90,13,0
119,362,31,5,22,2018,3,90,13,0
89,115,31,5,23,2018,3,90,13,0
43,53,1,6,0,2018,4,91,13,0
47,42,1,6,1,2018,4,91,13,0
18,37,1,6,2,2018,4,91,13,0
18,14,1,6,3,2018,4,91,13,0
13,23,1,6,4,2018,4,91,13,0
17,25,1,6,5,2018,4,91,13,0
58,92,1,6,6,2018,4,91,13,0
100,263,1,6,7,2018,4,91,13,0
178,498,1,6,8,2018,4,91,13,0
326,581,1,6,9,2018,4,91,13,0
487,722,1,6,10,2018,4,91,13,0
625,865,1,6,11,2018,4,91,13,0
770,771,1,6,12,2018,4,91,13,0
726,759,1,6,13,2018,4,91,13,0
706,769,1,6,14,2018,4,91,13,0
797,745,1,6,15,2018,4,91,13,0
780,693,1,6,16,2018,4,91,13,0
632,581,1,6,17,2018,4,91,13,0
328,376,1,6,18,2018,4,91,13,0
227,293,1,6,19,2018,4,91,13,0
142,225,1,6,20,2018,4,91,13,0
111,211,1,6,21,2018,4,91,13,0
83,99,1,6,22,2018,4,91,13,0
53,61,1,6,23,2018,4,91,13,0
37,24,2,0,0,2018,4,92,14,0
15,14,2,0,1,2018,4,92,14,0
6,15,2,0,2,2018,4,92,14,0
11,16,2,0,3,2018,4,92,14,0
14,22,2,0,4,2018,4,92,14,0
24,37,2,0,5,2018,4,92,14,0
101,94,2,0,6,2018,4,92,14,0
254,270,2,0,7,2018,4,92,14,0
343,504,2,0,8,2018,4,92,14,0
319,516,2,0,9,2018,4,92,14,0
371,584,2,0,10,2018,4,92,14,0
519,646,2,0,11,2018,4,92,14,0
525,574,2,0,12,2018,4,92,14,0
517,542,2,0,13,2018,4,92,14,0
668,503,2,0,14,2018,4,92,14,0
699,599,2,0,15,2018,4,92,14,0
773,666,2,0,16,2018,4,92,14,0
714,599,2,0,17,2018,4,92,14,0
376,374,2,0,18,2018,4,92,14,0
276,281,2,0,19,2018,4,92,14,0
191,188,2,0,20,2018,4,92,14,0
119,178,2,0,21,2018,4,92,14,0
107,87,2,0,22,2018,4,92,14,0
57,53,2,0,23,2018,4,92,14,0
29,25,3,1,0,2018,4,93,14,0
15,4,3,1,1,2018,4,93,14,0
10,9,3,1,2,2018,4,93,14,0
6,7,3,1,3,2018,4,93,14,0
16,19,3,1,4,2018,4,93,14,0
32,38,3,1,5,2018,4,93,14,0
140,121,3,1,6,2018,4,93,14,0
356,313,3,1,7,2018,4,93,14,0
494,532,3,1,8,2018,4,93,14,0
359,548,3,1,9,2018,4,93,14,0
310,535,3,1,10,2018,4,93,14,0
462,540,3,1,11,2018,4,93,14,0
482,433,3,1,12,2018,4,93,14,0
511,477,3,1,13,2018,4,93,14,0
530,448,3,1,14,2018,4,93,14,0
599,536,3,1,15,2018,4,93,14,0
768,644,3,1,16,2018,4,93,14,0
631,575,3,1,17,2018,4,93,14,0
339,350,3,1,18,2018,4,93,14,0
265,242,3,1,19,2018,4,93,14,0
165,204,3,1,20,2018,4,93,14,0
130,154,3,1,21,2018,4,93,14,0
102,71,3,1,22,2018,4,93,14,0
97,55,3,1,23,2018,4,93,14,0
44,18,4,2,0,2018,4,94,14,0
18,16,4,2,1,2018,4,94,14,0
13,7,4,2,2,2018,4,94,14,0
12,13,4,2,3,2018,4,94,14,0
19,18,4,2,4,2018,4,94,14,0
44,36,4,2,5,2018,4,94,14,0
160,104,4,2,6,2018,4,94,14,0
355,275,4,2,7,2018,4,94,14,0
415,494,4,2,8,2018,4,94,14,0
296,476,4,2,9,2018,4,94,14,0
375,495,4,2,10,2018,4,94,14,0
426,475,4,2,11,2018,4,94,14,0
461,468,4,2,12,2018,4,94,14,0
464,409,4,2,13,2018,4,94,14,0
540,453,4,2,14,2018,4,94,14,0
626,525,4,2,15,2018,4,94,14,0
713,596,4,2,16,2018,4,94,14,0
681,608,4,2,17,2018,4,94,14,0
403,340,4,2,18,2018,4,94,14,0
255,285,4,2,19,2018,4,94,14,0
197,212,4,2,20,2018,4,94,14,0
116,139,4,2,21,2018,4,94,14,0
117,104,4,2,22,2018,4,94,14,0
45,47,4,2,23,2018,4,94,14,0
40,28,5,3,0,2018,4,95,14,0
12,13,5,3,1,2018,4,95,14,0
14,8,5,3,2,2018,4,95,14,0
4,10,5,3,3,2018,4,95,14,0
16,18,5,3,4,2018,4,95,14,0
60,38,5,3,5,2018,4,95,14,0
144,118,5,3,6,2018,4,95,14,0
347,281,5,3,7,2018,4,95,14,0
470,524,5,3,8,2018,4,95,14,0
327,539,5,3,9,2018,4,95,14,0
367,553,5,3,10,2018,4,95,14,0
446,505,5,3,11,2018,4,95,14,0
473,599,5,3,12,2018,4,95,14,0
471,499,5,3,13,2018,4,95,14,0
509,479,5,3,14,2018,4,95,14,0
638,536,5,3,15,2018,4,95,14,0
808,595,5,3,16,2018,4,95,14,0
771,598,5,3,17,2018,4,95,14,0
511,390,5,3,18,2018,4,95,14,0
327,298,5,3,19,2018,4,95,14,0
232,224,5,3,20,2018,4,95,14,0
188,169,5,3,21,2018,4,95,14,0
127,89,5,3,22,2018,4,95,14,0
84,51,5,3,23,2018,4,95,14,0
30,50,6,4,0,2018,4,96,14,0
21,13,6,4,1,2018,4,96,14,0
19,14,6,4,2,2018,4,96,14,0
15,15,6,4,3,2018,4,96,14,0
17,19,6,4,4,2018,4,96,14,0
39,43,6,4,5,2018,4,96,14,0
148,125,6,4,6,2018,4,96,14,0
336,319,6,4,7,2018,4,96,14,0
418,501,6,4,8,2018,4,96,14,0
318,544,6,4,9,2018,4,96,14,0
340,524,6,4,10,2018,4,96,14,0
449,564,6,4,11,2018,4,96,14,0
486,466,6,4,12,2018,4,96,14,0
540,431,6,4,13,2018,4,96,14,0
592,533,6,4,14,2018,4,96,14,0
680,587,6,4,15,2018,4,96,14,0
862,641,6,4,16,2018,4,96,14,0
811,614,6,4,17,2018,4,96,14,0
573,439,6,4,18,2018,4,96,14,0
375,297,6,4,19,2018,4,96,14,0
248,234,6,4,20,2018,4,96,14,0
181,185,6,4,21,2018,4,96,14,0
