Year,Month,Day,Hour Ending,Westbound,Eastbound,Two Way,Day of Week
2021,6,19,2300,122,210,332,Saturday
2021,6,19,2200,160,351,511,Saturday
2021,6,19,2100,237,442,679,Saturday
2021,6,19,2000,456,605,1061,Saturday
2021,6,19,1900,550,751,1301,Saturday
2021,6,19,1800,319,805,1124,Saturday
2021,6,19,1700,587,886,1473,Saturday
2021,6,19,1600,775,874,1649,Saturday
2021,6,19,1500,886,750,1636,Saturday
2021,6,19,1400,919,706,1625,Saturday
2021,6,19,1300,1038,629,1667,Saturday
2021,6,19,1200,967,678,1645,Saturday
2021,6,19,1100,940,488,1428,Saturday
2021,6,19,1000,957,341,1298,Saturday
2021,6,19,900,375,314,689,Saturday
2021,6,19,800,407,167,574,Saturday
2021,6,19,700,238,82,320,Saturday
2021,6,19,600,115,54,169,Saturday
2021,6,19,500,47,39,86,Saturday
2021,6,19,400,32,43,75,Saturday
2021,6,19,300,33,36,69,Saturday
2021,6,19,200,33,66,99,Saturday
2021,6,19,100,73,112,185,Saturday
2021,6,18,2400,141,204,345,Friday
2021,6,18,2300,229,280,509,Friday
2021,6,18,2200,395,415,810,Friday
2021,6,18,2100,540,455,995,Friday
2021,6,18,2000,830,586,1416,Friday
2021,6,18,1900,1190,739,1929,Friday
2021,6,18,1800,1391,916,2307,Friday
2021,6,18,1700,1268,1004,2272,Friday
2021,6,18,1600,1207,950,2157,Friday
2021,6,18,1500,1182,815,1997,Friday
2021,6,18,1400,1123,692,1815,Friday
2021,6,18,1300,1018,637,1655,Friday
2021,6,18,1200,1151,616,1767,Friday
2021,6,18,1100,1109,495,1604,Friday
2021,6,18,1000,915,418,1333,Friday
2021,6,18,900,767,364,1131,Friday
2021,6,18,800,628,193,821,Friday
2021,6,18,700,283,108,391,Friday
2021,6,18,600,126,49,175,Friday
2021,6,18,500,68,52,120,Friday
2021,6,18,400,37,50,87,Friday
2021,6,18,300,45,48,93,Friday
2021,6,18,200,47,53,100,Friday
2021,6,18,100,59,54,113,Friday
2021,6,17,2400,102,166,268,Thursday
2021,6,17,2300,193,315,508,Thursday
2021,6,17,2200,255,299,554,Thursday
2021,6,17,2100,377,413,790,Thursday
2021,6,17,2000,552,502,1054,Thursday
2021,6,17,1900,689,707,1396,Thursday
2021,6,17,1800,834,847,1681,Thursday
2021,6,17,1700,775,930,1705,Thursday
2021,6,17,1600,760,798,1558,Thursday
2021,6,17,1500,823,716,1539,Thursday
2021,6,17,1400,799,603,1402,Thursday
2021,6,17,1300,837,580,1417,Thursday
2021,6,17,1200,894,548,1442,Thursday
2021,6,17,1100,889,455,1344,Thursday
2021,6,17,1000,866,391,1257,Thursday
2021,6,17,900,730,389,1119,Thursday
2021,6,17,800,640,215,855,Thursday
2021,6,17,700,329,107,436,Thursday
2021,6,17,600,120,64,184,Thursday
2021,6,17,500,45,45,90,Thursday
2021,6,17,400,35,35,70,Thursday
2021,6,17,300,26,44,70,Thursday
2021,6,17,200,51,80,131,Thursday
2021,6,17,100,57,33,90,Thursday
2021,6,16,2400,89,135,224,Wednesday
2021,6,16,2300,141,221,362,Wednesday
2021,6,16,2200,202,246,448,Wednesday
2021,6,16,2100,251,320,571,Wednesday
2021,6,16,2000,370,394,764,Wednesday
2021,6,16,1900,499,702,1201,Wednesday
2021,6,16,1800,573,853,1426,Wednesday
2021,6,16,1700,642,895,1537,Wednesday
2021,6,16,1600,646,813,1459,Wednesday
2021,6,16,1500,723,674,1397,Wednesday
2021,6,16,1400,659,579,1238,Wednesday
2021,6,16,1300,743,530,1273,Wednesday
2021,6,16,1200,803,469,1272,Wednesday
2021,6,16,1100,852,474,1326,Wednesday
2021,6,16,1000,772,398,1170,Wednesday
2021,6,16,900,648,374,1022,Wednesday
2021,6,16,800,621,214,835,Wednesday
2021,6,16,700,290,108,398,Wednesday
2021,6,16,600,129,74,203,Wednesday
2021,6,16,500,49,46,95,Wednesday
2021,6,16,400,36,30,66,Wednesday
2021,6,16,300,32,32,64,Wednesday
2021,6,16,200,41,44,85,Wednesday
2021,6,16,100,58,43,101,Wednesday
2021,6,15,2400,92,124,216,Tuesday
2021,6,15,2300,124,202,326,Tuesday
2021,6,15,2200,150,240,390,Tuesday
2021,6,15,2100,233,308,541,Tuesday
2021,6,15,2000,328,414,742,Tuesday
2021,6,15,1900,371,481,852,Tuesday
2021,6,15,1800,483,770,1253,Tuesday
2021,6,15,1700,551,748,1299,Tuesday
2021,6,15,1600,532,604,1136,Tuesday
2021,6,15,1500,630,564,1194,Tuesday
2021,6,15,1400,643,566,1209,Tuesday
2021,6,15,1300,626,525,1151,Tuesday
2021,6,15,1200,619,516,1135,Tuesday
2021,6,15,1100,562,508,1070,Tuesday
2021,6,15,1000,504,427,931,Tuesday
2021,6,15,900,524,447,971,Tuesday
2021,6,15,800,502,251,753,Tuesday
2021,6,15,700,254,114,368,Tuesday
2021,6,15,600,114,53,167,Tuesday
2021,6,15,500,34,38,72,Tuesday
2021,6,15,400,35,42,77,Tuesday
2021,6,15,300,31,40,71,Tuesday
2021,6,15,200,37,41,78,Tuesday
2021,6,15,100,54,35,89,Tuesday
2021,6,14,2400,84,151,235,Monday
2021,6,14,2300,119,238,357,Monday
2021,6,14,2200,179,332,511,Monday
2021,6,14,2100,252,407,659,Monday
2021,6,14,2000,314,535,849,Monday
2021,6,14,1900,408,711,1119,Monday
2021,6,14,1800,548,926,1474,Monday
2021,6,14,1700,636,957,1593,Monday
2021,6,14,1600,639,797,1436,Monday
2021,6,14,1500,666,803,1469,Monday
2021,6,14,1400,737,694,1431,Monday
2021,6,14,1300,778,618,1396,Monday
2021,6,14,1200,825,560,1385,Monday
2021,6,14,1100,845,480,1325,Monday
2021,6,14,1000,699,380,1079,Monday
2021,6,14,900,610,337,947,Monday
2021,6,14,800,559,234,793,Monday
2021,6,14,700,279,107,386,Monday
2021,6,14,600,107,49,156,Monday
2021,6,14,500,42,24,66,Monday
2021,6,14,400,40,43,83,Monday
2021,6,14,300,23,39,62,Monday
2021,6,14,200,35,38,73,Monday
2021,6,14,100,34,40,74,Monday
2021,6,13,2400,68,164,232,Sunday
2021,6,13,2300,108,345,453,Sunday
2021,6,13,2200,169,538,707,Sunday
2021,6,13,2100,235,825,1060,Sunday
2021,6,13,2000,277,1103,1380,Sunday
2021,6,13,1900,422,1376,1798,Sunday
2021,6,13,1800,514,1670,2184,Sunday
2021,6,13,1700,614,1628,2242,Sunday
2021,6,13,1600,743,1724,2467,Sunday
2021,6,13,1500,931,1479,2410,Sunday
2021,6,13,1400,1056,1367,2423,Sunday
2021,6,13,1300,1193,1188,2381,Sunday
2021,6,13,1200,1259,1177,2436,Sunday
2021,6,13,1100,1224,805,2029,Sunday
2021,6,13,1000,882,483,1365,Sunday
2021,6,13,900,624,301,925,Sunday
2021,6,13,800,425,124,549,Sunday
2021,6,13,700,183,72,255,Sunday
2021,6,13,600,83,39,122,Sunday
2021,6,13,500,45,23,68,Sunday
2021,6,13,400,27,23,50,Sunday
2021,6,13,300,35,30,65,Sunday
2021,6,13,200,38,60,98,Sunday
2021,6,13,100,55,98,153,Sunday
2021,6,12,2400,86,193,279,Saturday
2021,6,12,2300,127,299,426,Saturday
2021,6,12,2200,172,513,685,Saturday
2021,6,12,2100,254,662,916,Saturday
2021,6,12,2000,331,799,1130,Saturday
2021,6,12,1900,465,945,1410,Saturday
2021,6,12,1800,586,1051,1637,Saturday
2021,6,12,1700,728,1100,1828,Saturday
2021,6,12,1600,840,1075,1915,Saturday
2021,6,12,1500,1005,807,1812,Saturday
2021,6,12,1400,1087,765,1852,Saturday
2021,6,12,1300,1185,590,1775,Saturday
2021,6,12,1200,1332,547,1879,Saturday
2021,6,12,1100,1146,464,1610,Saturday
2021,6,12,1000,1043,336,1379,Saturday
2021,6,12,900,668,242,910,Saturday
2021,6,12,800,395,131,526,Saturday
2021,6,12,700,211,94,305,Saturday
2021,6,12,600,105,61,166,Saturday
2021,6,12,500,40,32,72,Saturday
2021,6,12,400,32,36,68,Saturday
2021,6,12,300,40,47,87,Saturday
2021,6,12,200,53,74,127,Saturday
2021,6,12,100,76,106,182,Saturday
2021,6,11,2400,123,124,247,Friday
2021,6,11,2300,204,202,406,Friday
2021,6,11,2200,287,293,580,Friday
2021,6,11,2100,478,370,848,Friday
2021,6,11,2000,783,458,1241,Friday
2021,6,11,1900,1036,570,1606,Friday
2021,6,11,1800,1158,772,1930,Friday
2021,6,11,1700,1172,903,2075,Friday
2021,6,11,1600,1088,819,1907,Friday
2021,6,11,1500,996,717,1713,Friday
2021,6,11,1400,953,643,1596,Friday
2021,6,11,1300,863,562,1425,Friday
2021,6,11,1200,928,492,1420,Friday
2021,6,11,1100,879,406,1285,Friday
2021,6,11,1000,810,401,1211,Friday
2021,6,11,900,591,341,932,Friday
2021,6,11,800,560,220,780,Friday
2021,6,11,700,231,125,356,Friday
2021,6,11,600,115,46,161,Friday
2021,6,11,500,63,32,95,Friday
2021,6,11,400,54,32,86,Friday
2021,6,11,300,28,33,61,Friday
2021,6,11,200,36,30,66,Friday
2021,6,11,100,53,48,101,Friday
2021,6,10,2400,88,145,233,Thursday
2021,6,10,2300,133,187,320,Thursday
2021,6,10,2200,216,229,445,Thursday
2021,6,10,2100,241,332,573,Thursday
2021,6,10,2000,468,408,876,Thursday
2021,6,10,1900,625,514,1139,Thursday
2021,6,10,1800,674,754,1428,Thursday
2021,6,10,1700,656,719,1375,Thursday
2021,6,10,1600,666,602,1268,Thursday
2021,6,10,1500,617,570,1187,Thursday
2021,6,10,1400,653,465,1118,Thursday
2021,6,10,1300,630,459,1089,Thursday
2021,6,10,1200,624,421,1045,Thursday
2021,6,10,1100,627,373,1000,Thursday
2021,6,10,1000,587,349,936,Thursday
2021,6,10,900,526,381,907,Thursday
2021,6,10,800,529,195,724,Thursday
2021,6,10,700,264,116,380,Thursday
2021,6,10,600,113,54,167,Thursday
2021,6,10,500,48,31,79,Thursday
2021,6,10,400,31,34,65,Thursday
2021,6,10,300,28,43,71,Thursday
2021,6,10,200,37,37,74,Thursday
2021,6,10,100,53,37,90,Thursday
2021,6,9,2400,80,110,190,Wednesday
2021,6,9,2300,118,166,284,Wednesday
2021,6,9,2200,171,191,362,Wednesday
2021,6,9,2100,208,269,477,Wednesday
2021,6,9,2000,282,342,624,Wednesday
2021,6,9,1900,359,521,880,Wednesday
2021,6,9,1800,509,672,1181,Wednesday
2021,6,9,1700,507,713,1220,Wednesday
2021,6,9,1600,565,580,1145,Wednesday
2021,6,9,1500,570,522,1092,Wednesday
2021,6,9,1400,560,530,1090,Wednesday
2021,6,9,1300,556,498,1054,Wednesday
2021,6,9,1200,581,475,1056,Wednesday
2021,6,9,1100,506,422,928,Wednesday
2021,6,9,1000,510,342,852,Wednesday
2021,6,9,900,526,352,878,Wednesday
2021,6,9,800,527,209,736,Wednesday
2021,6,9,700,240,100,340,Wednesday
2021,6,9,600,114,62,176,Wednesday
2021,6,9,500,46,38,84,Wednesday
2021,6,9,400,28,51,79,Wednesday
2021,6,9,300,44,39,83,Wednesday
2021,6,9,200,36,36,72,Wednesday
2021,6,9,100,43,35,78,Wednesday
2021,6,8,2400,72,114,186,Tuesday
2021,6,8,2300,100,166,266,Tuesday
2021,6,8,2200,160,183,343,Tuesday
2021,6,8,2100,184,284,468,Tuesday
2021,6,8,2000,286,381,667,Tuesday
2021,6,8,1900,356,467,823,Tuesday
2021,6,8,1800,442,664,1106,Tuesday
2021,6,8,1700,467,704,1171,Tuesday
2021,6,8,1600,490,590,1080,Tuesday
2021,6,8,1500,518,595,1113,Tuesday
2021,6,8,1400,566,510,1076,Tuesday
2021,6,8,1300,527,459,986,Tuesday
2021,6,8,1200,571,426,997,Tuesday
2021,6,8,1100,590,379,969,Tuesday
2021,6,8,1000,492,374,866,Tuesday
2021,6,8,900,507,365,872,Tuesday
2021,6,8,800,472,206,678,Tuesday
2021,6,8,700,239,89,328,Tuesday
2021,6,8,600,92,58,150,Tuesday
2021,6,8,500,52,32,84,Tuesday
2021,6,8,400,38,37,75,Tuesday
2021,6,8,300,18,36,54,Tuesday
2021,6,8,200,43,45,88,Tuesday
2021,6,8,100,68,29,97,Tuesday
2021,6,7,2400,88,97,185,Monday
2021,6,7,2300,94,130,224,Monday
2021,6,7,2200,153,213,366,Monday
2021,6,7,2100,196,281,477,Monday
2021,6,7,2000,250,343,593,Monday
2021,6,7,1900,332,481,813,Monday
2021,6,7,1800,473,740,1213,Monday
2021,6,7,1700,494,693,1187,Monday
2021,6,7,1600,537,634,1171,Monday
2021,6,7,1500,556,558,1114,Monday
2021,6,7,1400,536,479,1015,Monday
2021,6,7,1300,517,503,1020,Monday
2021,6,7,1200,542,463,1005,Monday
2021,6,7,1100,477,397,874,Monday
2021,6,7,1000,450,313,763,Monday
2021,6,7,900,472,307,779,Monday
2021,6,7,800,415,208,623,Monday
2021,6,7,700,204,84,288,Monday
2021,6,7,600,86,41,127,Monday
2021,6,7,500,25,30,55,Monday
2021,6,7,400,21,22,43,Monday
2021,6,7,300,24,22,46,Monday
2021,6,7,200,25,47,72,Monday
2021,6,7,100,29,26,55,Monday
2021,6,6,2400,45,117,162,Sunday
2021,6,6,2300,91,160,251,Sunday
2021,6,6,2200,108,254,362,Sunday
2021,6,6,2100,165,413,578,Sunday
2021,6,6,2000,250,655,905,Sunday
2021,6,6,1900,331,786,1117,Sunday
2021,6,6,1800,421,985,1406,Sunday
2021,6,6,1700,498,1239,1737,Sunday
2021,6,6,1600,579,1275,1854,Sunday
2021,6,6,1500,579,1122,1701,Sunday
2021,6,6,1400,620,960,1580,Sunday
2021,6,6,1300,648,960,1608,Sunday
2021,6,6,1200,750,1045,1795,Sunday
2021,6,6,1100,612,665,1277,Sunday
2021,6,6,1000,491,400,891,Sunday
2021,6,6,900,348,261,609,Sunday
2021,6,6,800,256,100,356,Sunday
2021,6,6,700,150,52,202,Sunday
2021,6,6,600,54,33,87,Sunday
2021,6,6,500,30,23,53,Sunday
2021,6,6,400,25,32,57,Sunday
2021,6,6,300,21,26,47,Sunday
2021,6,6,200,17,40,57,Sunday
2021,6,6,100,45,68,113,Sunday
2021,6,5,2400,72,115,187,Saturday
2021,6,5,2300,94,209,303,Saturday
2021,6,5,2200,130,339,469,Saturday
2021,6,5,2100,192,465,657,Saturday
2021,6,5,2000,285,669,954,Saturday
2021,6,5,1900,355,883,1238,Saturday
2021,6,5,1800,410,1039,1449,Saturday
2021,6,5,1700,595,1007,1602,Saturday
2021,6,5,1600,696,933,1629,Saturday
2021,6,5,1500,829,719,1548,Saturday
2021,6,5,1400,928,706,1634,Saturday
2021,6,5,1300,978,627,1605,Saturday
2021,6,5,1200,1025,599,1624,Saturday
2021,6,5,1100,969,411,1380,Saturday
2021,6,5,1000,841,319,1160,Saturday
2021,6,5,900,611,230,841,Saturday
2021,6,5,800,331,146,477,Saturday
2021,6,5,700,185,90,275,Saturday
2021,6,5,600,83,36,119,Saturday
2021,6,5,500,43,43,86,Saturday
2021,6,5,400,30,28,58,Saturday
2021,6,5,300,34,44,78,Saturday
2021,6,5,200,38,56,94,Saturday
2021,6,5,100,66,92,158,Saturday
2021,6,4,2400,130,117,247,Friday
2021,6,4,2300,201,258,459,Friday
2021,6,4,2200,298,285,583,Friday
2021,6,4,2100,421,352,773,Friday
2021,6,4,2000,624,505,1129,Friday
2021,6,4,1900,857,637,1494,Friday
2021,6,4,1800,1075,789,1864,Friday
2021,6,4,1700,965,843,1808,Friday
2021,6,4,1600,1004,753,1757,Friday
2021,6,4,1500,920,643,1563,Friday
2021,6,4,1400,779,628,1407,Friday
2021,6,4,1300,852,585,1437,Friday
2021,6,4,1200,806,513,1319,Friday
2021,6,4,1100,788,450,1238,Friday
2021,6,4,1000,697,370,1067,Friday
2021,6,4,900,598,396,994,Friday
2021,6,4,800,527,201,728,Friday
2021,6,4,700,272,100,372,Friday
2021,6,4,600,107,53,160,Friday
2021,6,4,500,46,36,82,Friday
2021,6,4,400,36,43,79,Friday
2021,6,4,300,47,30,77,Friday
2021,6,4,200,39,31,70,Friday
2021,6,4,100,54,28,82,Friday
2021,6,3,2400,88,138,226,Thursday
2021,6,3,2300,163,243,406,Thursday
2021,6,3,2200,240,280,520,Thursday
2021,6,3,2100,339,367,706,Thursday
2021,6,3,2000,471,451,922,Thursday
2021,6,3,1900,566,631,1197,Thursday
2021,6,3,1800,720,790,1510,Thursday
2021,6,3,1700,697,845,1542,Thursday
2021,6,3,1600,685,766,1451,Thursday
2021,6,3,1500,710,645,1355,Thursday
2021,6,3,1400,681,607,1288,Thursday
2021,6,3,1300,689,484,1173,Thursday
2021,6,3,1200,735,493,1228,Thursday
2021,6,3,1100,731,399,1130,Thursday
2021,6,3,1000,675,309,984,Thursday
2021,6,3,900,648,336,984,Thursday
2021,6,3,800,564,202,766,Thursday
2021,6,3,700,287,121,408,Thursday
2021,6,3,600,102,58,160,Thursday
2021,6,3,500,43,27,70,Thursday
2021,6,3,400,37,40,77,Thursday
2021,6,3,300,37,35,72,Thursday
2021,6,3,200,48,50,98,Thursday
2021,6,3,100,72,33,105,Thursday
2021,6,2,2400,99,116,215,Wednesday
2021,6,2,2300,131,226,357,Wednesday
2021,6,2,2200,186,296,482,Wednesday
2021,6,2,2100,243,395,638,Wednesday
2021,6,2,2000,320,464,784,Wednesday
2021,6,2,1900,383,573,956,Wednesday
2021,6,2,1800,520,841,1361,Wednesday
2021,6,2,1700,548,807,1355,Wednesday
2021,6,2,1600,584,737,1321,Wednesday
2021,6,2,1500,569,634,1203,Wednesday
2021,6,2,1400,634,542,1176,Wednesday
2021,6,2,1300,641,501,1142,Wednesday
2021,6,2,1200,675,460,1135,Wednesday
2021,6,2,1100,707,388,1095,Wednesday
2021,6,2,1000,690,355,1045,Wednesday
2021,6,2,900,579,316,895,Wednesday
2021,6,2,800,554,201,755,Wednesday
2021,6,2,700,275,110,385,Wednesday
2021,6,2,600,110,59,169,Wednesday
2021,6,2,500,46,43,89,Wednesday
2021,6,2,400,25,35,60,Wednesday
2021,6,2,300,29,31,60,Wednesday
2021,6,2,200,35,45,80,Wednesday
2021,6,2,100,48,39,87,Wednesday
2021,6,1,2400,91,108,199,Tuesday
2021,6,1,2300,137,183,320,Tuesday
2021,6,1,2200,174,249,423,Tuesday
2021,6,1,2100,238,360,598,Tuesday
2021,6,1,2000,332,457,789,Tuesday
2021,6,1,1900,363,575,938,Tuesday
2021,6,1,1800,479,743,1222,Tuesday
2021,6,1,1700,534,838,1372,Tuesday
2021,6,1,1600,534,677,1211,Tuesday
2021,6,1,1500,583,615,1198,Tuesday
2021,6,1,1400,579,498,1077,Tuesday
2021,6,1,1300,619,485,1104,Tuesday
2021,6,1,1200,606,445,1051,Tuesday
2021,6,1,1100,656,393,1049,Tuesday
2021,6,1,1000,607,414,1021,Tuesday
2021,6,1,900,525,339,864,Tuesday
2021,6,1,800,524,217,741,Tuesday
2021,6,1,700,234,123,357,Tuesday
2021,6,1,600,106,62,168,Tuesday
2021,6,1,500,41,52,93,Tuesday
2021,6,1,400,36,52,88,Tuesday
2021,6,1,300,32,43,75,Tuesday
2021,6,1,200,34,46,80,Tuesday
2021,6,1,100,41,38,79,Tuesday
2021,5,31,2400,100,96,196,Monday
2021,5,31,2300,110,160,270,Monday
2021,5,31,2200,155,291,446,Monday
2021,5,31,2100,226,380,606,Monday
2021,5,31,2000,243,473,716,Monday
2021,5,31,1900,351,616,967,Monday
2021,5,31,1800,504,816,1320,Monday
2021,5,31,1700,535,913,1448,Monday
2021,5,31,1600,557,755,1312,Monday
2021,5,31,1500,577,728,1305,Monday
2021,5,31,1400,626,594,1220,Monday
2021,5,31,1300,625,504,1129,Monday
2021,5,31,1200,657,486,1143,Monday
2021,5,31,1100,715,399,1114,Monday
2021,5,31,1000,673,353,1026,Monday
2021,5,31,900,579,292,871,Monday
2021,5,31,800,487,224,711,Monday
2021,5,31,700,252,116,368,Monday
2021,5,31,600,92,42,134,Monday
2021,5,31,500,37,45,82,Monday
2021,5,31,400,29,21,50,Monday
2021,5,31,300,26,40,66,Monday
2021,5,31,200,37,37,74,Monday
2021,5,31,100,37,38,75,Monday
2021,5,30,2400,65,108,173,Sunday
2021,5,30,2300,93,236,329,Sunday
2021,5,30,2200,148,430,578,Sunday
2021,5,30,2100,175,719,894,Sunday
2021,5,30,2000,278,1060,1338,Sunday
2021,5,30,1900,337,1283,1620,Sunday
2021,5,30,1800,404,1429,1833,Sunday
2021,5,30,1700,536,1515,2051,Sunday
2021,5,30,1600,680,1473,2153,Sunday
2021,5,30,1500,834,1239,2073,Sunday
2021,5,30,1400,1003,983,1986,Sunday
2021,5,30,1300,1057,787,1844,Sunday
2021,5,30,1200,1084,722,1806,Sunday
2021,5,30,1100,1049,545,1594,Sunday
2021,5,30,1000,902,343,1245,Sunday
2021,5,30,900,637,229,866,Sunday
2021,5,30,800,321,119,440,Sunday
2021,5,30,700,178,50,228,Sunday
2021,5,30,600,79,32,111,Sunday
2021,5,30,500,42,33,75,Sunday
2021,5,30,400,22,18,40,Sunday
2021,5,30,300,24,39,63,Sunday
2021,5,30,200,31,40,71,Sunday
2021,5,30,100,41,42,83,Sunday
2021,5,29,2400,72,107,179,Saturday
2021,5,29,2300,102,187,289,Saturday
2021,5,29,2200,154,309,463,Saturday
2021,5,29,2100,215,420,635,Saturday
2021,5,29,2000,253,551,804,Saturday
2021,5,29,1900,403,785,1188,Saturday
2021,5,29,1800,491,943,1434,Saturday
2021,5,29,1700,587,989,1576,Saturday
2021,5,29,1600,684,926,1610,Saturday
2021,5,29,1500,774,828,1602,Saturday
2021,5,29,1400,950,670,1620,Saturday
2021,5,29,1300,936,521,1457,Saturday
2021,5,29,1200,1135,440,1575,Saturday
2021,5,29,1100,1030,351,1381,Saturday
2021,5,29,1000,930,289,1219,Saturday
2021,5,29,900,638,227,865,Saturday
2021,5,29,800,362,145,507,Saturday
2021,5,29,700,198,74,272,Saturday
2021,5,29,600,85,54,139,Saturday
2021,5,29,500,50,32,82,Saturday
2021,5,29,400,32,41,73,Saturday
2021,5,29,300,31,33,64,Saturday
2021,5,29,200,34,42,76,Saturday
2021,5,29,100,71,74,145,Saturday
2021,5,28,2400,93,101,194,Friday
2021,5,28,2300,159,150,309,Friday
2021,5,28,2200,256,193,449,Friday
2021,5,28,2100,379,274,653,Friday
2021,5,28,2000,593,361,954,Friday
2021,5,28,1900,841,478,1319,Friday
2021,5,28,1800,937,644,1581,Friday
2021,5,28,1700,917,711,1628,Friday
2021,5,28,1600,833,670,1503,Friday
2021,5,28,1500,792,634,1426,Friday
2021,5,28,1400,754,571,1325,Friday
2021,5,28,1300,709,433,1142,Friday
2021,5,28,1200,650,421,1071,Friday
2021,5,28,1100,627,392,1019,Friday
2021,5,28,1000,515,303,818,Friday
2021,5,28,900,468,286,754,Friday
2021,5,28,800,483,186,669,Friday
2021,5,28,700,194,111,305,Friday
2021,5,28,600,100,49,149,Friday
2021,5,28,500,68,40,108,Friday
2021,5,28,400,37,54,91,Friday
2021,5,28,300,37,33,70,Friday
2021,5,28,200,45,59,104,Friday
2021,5,28,100,47,71,118,Friday
2021,5,27,2400,89,98,187,Thursday
2021,5,27,2300,107,123,230,Thursday
2021,5,27,2200,153,176,329,Thursday
2021,5,27,2100,288,219,507,Thursday
2021,5,27,2000,278,296,574,Thursday
2021,5,27,1900,452,434,886,Thursday
2021,5,27,1800,551,666,1217,Thursday
2021,5,27,1700,563,788,1351,Thursday
2021,5,27,1600,555,649,1204,Thursday
2021,5,27,1500,541,527,1068,Thursday
2021,5,27,1400,578,463,1041,Thursday
2021,5,27,1300,573,409,982,Thursday
2021,5,27,1200,540,395,935,Thursday
2021,5,27,1100,572,355,927,Thursday
2021,5,27,1000,518,283,801,Thursday
2021,5,27,900,537,306,843,Thursday
2021,5,27,800,531,218,749,Thursday
2021,5,27,700,210,115,325,Thursday
2021,5,27,600,111,47,158,Thursday
2021,5,27,500,52,54,106,Thursday
2021,5,27,400,29,36,65,Thursday
2021,5,27,300,24,45,69,Thursday
2021,5,27,200,43,79,122,Thursday
2021,5,27,100,55,88,143,Thursday
2021,5,26,2400,104,108,212,Wednesday
2021,5,26,2300,105,143,248,Wednesday
2021,5,26,2200,166,222,388,Wednesday
2021,5,26,2100,199,307,506,Wednesday
2021,5,26,2000,270,365,635,Wednesday
2021,5,26,1900,338,449,787,Wednesday
2021,5,26,1800,487,668,1155,Wednesday
2021,5,26,1700,510,746,1256,Wednesday
2021,5,26,1600,486,602,1088,Wednesday
2021,5,26,1500,473,516,989,Wednesday
2021,5,26,1400,573,495,1068,Wednesday
2021,5,26,1300,533,458,991,Wednesday
2021,5,26,1200,544,380,924,Wednesday
2021,5,26,1100,592,319,911,Wednesday
2021,5,26,1000,494,289,783,Wednesday
2021,5,26,900,499,325,824,Wednesday
2021,5,26,800,515,204,719,Wednesday
2021,5,26,700,216,117,333,Wednesday
2021,5,26,600,117,50,167,Wednesday
2021,5,26,500,44,36,80,Wednesday
2021,5,26,400,34,36,70,Wednesday
2021,5,26,300,24,65,89,Wednesday
2021,5,26,200,37,55,92,Wednesday
2021,5,26,100,47,74,121,Wednesday
2021,5,25,2400,78,88,166,Tuesday
2021,5,25,2300,97,119,216,Tuesday
2021,5,25,2200,162,160,322,Tuesday
2021,5,25,2100,168,244,412,Tuesday
2021,5,25,2000,235,300,535,Tuesday
2021,5,25,1900,282,415,697,Tuesday
2021,5,25,1800,401,543,944,Tuesday
2021,5,25,1700,463,682,1145,Tuesday
2021,5,25,1600,465,551,1016,Tuesday
2021,5,25,1500,523,415,938,Tuesday
2021,5,25,1400,477,525,1002,Tuesday
2021,5,25,1300,515,531,1046,Tuesday
2021,5,25,1200,479,523,1002,Tuesday
2021,5,25,1100,495,363,858,Tuesday
2021,5,25,1000,507,263,770,Tuesday
2021,5,25,900,532,311,843,Tuesday
2021,5,25,800,472,214,686,Tuesday
2021,5,25,700,214,99,313,Tuesday
2021,5,25,600,96,44,140,Tuesday
2021,5,25,500,31,21,52,Tuesday
2021,5,25,400,19,22,41,Tuesday
2021,5,25,300,19,36,55,Tuesday
2021,5,25,200,22,44,66,Tuesday
2021,5,25,100,40,53,93,Tuesday
2021,5,24,2400,48,101,149,Monday
2021,5,24,2300,71,164,235,Monday
2021,5,24,2200,98,208,306,Monday
2021,5,24,2100,118,408,526,Monday
2021,5,24,2000,177,566,743,Monday
2021,5,24,1900,243,819,1062,Monday
2021,5,24,1800,305,1026,1331,Monday
2021,5,24,1700,389,1185,1574,Monday
2021,5,24,1600,424,1299,1723,Monday
2021,5,24,1500,502,1252,1754,Monday
2021,5,24,1400,567,1222,1789,Monday
2021,5,24,1300,614,1212,1826,Monday
2021,5,24,1200,586,1028,1614,Monday
2021,5,24,1100,525,691,1216,Monday
2021,5,24,1000,450,366,816,Monday
2021,5,24,900,332,183,515,Monday
2021,5,24,800,226,96,322,Monday
2021,5,24,700,156,52,208,Monday
2021,5,24,600,58,21,79,Monday
2021,5,24,500,22,16,38,Monday
2021,5,24,400,14,29,43,Monday
2021,5,24,300,20,21,41,Monday
2021,5,24,200,17,27,44,Monday
2021,5,24,100,35,65,100,Monday
2021,5,23,2400,49,84,133,Sunday
2021,5,23,2300,75,172,247,Sunday
2021,5,23,2200,98,275,373,Sunday
2021,5,23,2100,148,406,554,Sunday
2021,5,23,2000,202,618,820,Sunday
2021,5,23,1900,287,819,1106,Sunday
2021,5,23,1800,366,1273,1639,Sunday
2021,5,23,1700,517,1188,1705,Sunday
2021,5,23,1600,582,1064,1646,Sunday
2021,5,23,1500,614,941,1555,Sunday
2021,5,23,1400,738,780,1518,Sunday
2021,5,23,1300,841,688,1529,Sunday
2021,5,23,1200,888,572,1460,Sunday
2021,5,23,1100,832,405,1237,Sunday
