Year,Month,Day,Hour Ending,Westbound,Eastbound,Two Way,Day of Week
2024,2,29,2400,90,34,124,Thursday
2024,2,29,2300,141,73,214,Thursday
2024,2,29,2200,205,153,358,Thursday
2024,2,29,2100,440,312,752,Thursday
2024,2,29,2000,446,292,738,Thursday
2024,2,29,1900,272,593,865,Thursday
2024,2,29,1800,220,1369,1589,Thursday
2024,2,29,1700,245,1017,1262,Thursday
2024,2,29,1600,455,835,1290,Thursday
2024,2,29,1500,510,494,1004,Thursday
2024,2,29,1400,475,529,1004,Thursday
2024,2,29,1300,487,400,887,Thursday
2024,2,29,1200,549,321,870,Thursday
2024,2,29,1100,665,268,933,Thursday
2024,2,29,1000,740,238,978,Thursday
2024,2,29,900,1222,217,1439,Thursday
2024,2,29,800,844,139,983,Thursday
2024,2,29,700,229,66,295,Thursday
2024,2,29,600,86,21,107,Thursday
2024,2,29,500,23,15,38,Thursday
2024,2,29,400,24,15,39,Thursday
2024,2,29,300,30,19,49,Thursday
2024,2,29,200,42,29,71,Thursday
2024,2,29,100,44,30,74,Thursday
2024,2,28,2400,64,55,119,Wednesday
2024,2,28,2300,90,80,170,Wednesday
2024,2,28,2200,172,129,301,Wednesday
2024,2,28,2100,180,162,342,Wednesday
2024,2,28,2000,242,220,462,Wednesday
2024,2,28,1900,295,380,675,Wednesday
2024,2,28,1800,420,770,1190,Wednesday
2024,2,28,1700,438,1052,1490,Wednesday
2024,2,28,1600,438,721,1159,Wednesday
2024,2,28,1500,407,574,981,Wednesday
2024,2,28,1400,462,513,975,Wednesday
2024,2,28,1300,515,431,946,Wednesday
2024,2,28,1200,597,420,1017,Wednesday
2024,2,28,1100,608,303,911,Wednesday
2024,2,28,1000,715,285,1000,Wednesday
2024,2,28,900,980,272,1252,Wednesday
2024,2,28,800,674,177,851,Wednesday
2024,2,28,700,226,102,328,Wednesday
2024,2,28,600,94,56,150,Wednesday
2024,2,28,500,59,41,100,Wednesday
2024,2,28,400,42,30,72,Wednesday
2024,2,28,300,23,30,53,Wednesday
2024,2,28,200,48,33,81,Wednesday
2024,2,28,100,50,46,96,Wednesday
2024,2,27,2400,95,109,204,Tuesday
2024,2,27,2300,156,132,288,Tuesday
2024,2,27,2200,165,215,380,Tuesday
2024,2,27,2100,165,213,378,Tuesday
2024,2,27,2000,235,307,542,Tuesday
2024,2,27,1900,323,510,833,Tuesday
2024,2,27,1800,427,828,1255,Tuesday
2024,2,27,1700,442,929,1371,Tuesday
2024,2,27,1600,455,737,1192,Tuesday
2024,2,27,1500,488,563,1051,Tuesday
2024,2,27,1400,530,466,996,Tuesday
2024,2,27,1300,448,440,888,Tuesday
2024,2,27,1200,548,455,1003,Tuesday
2024,2,27,1100,533,350,883,Tuesday
2024,2,27,1000,601,337,938,Tuesday
2024,2,27,900,706,276,982,Tuesday
2024,2,27,800,590,174,764,Tuesday
2024,2,27,700,184,93,277,Tuesday
2024,2,27,600,96,66,162,Tuesday
2024,2,27,500,41,30,71,Tuesday
2024,2,27,400,35,23,58,Tuesday
2024,2,27,300,34,32,66,Tuesday
2024,2,27,200,26,102,128,Tuesday
2024,2,27,100,42,44,86,Tuesday
2024,2,26,2400,61,64,125,Monday
2024,2,26,2300,119,146,265,Monday
2024,2,26,2200,139,162,301,Monday
2024,2,26,2100,167,225,392,Monday
2024,2,26,2000,201,281,482,Monday
2024,2,26,1900,275,455,730,Monday
2024,2,26,1800,361,851,1212,Monday
2024,2,26,1700,435,985,1420,Monday
2024,2,26,1600,389,830,1219,Monday
2024,2,26,1500,490,668,1158,Monday
2024,2,26,1400,476,581,1057,Monday
2024,2,26,1300,470,549,1019,Monday
2024,2,26,1200,540,460,1000,Monday
2024,2,26,1100,565,403,968,Monday
2024,2,26,1000,713,284,997,Monday
2024,2,26,900,1049,293,1342,Monday
2024,2,26,800,748,178,926,Monday
2024,2,26,700,200,96,296,Monday
2024,2,26,600,82,104,186,Monday
2024,2,26,500,59,74,133,Monday
2024,2,26,400,24,111,135,Monday
2024,2,26,300,31,90,121,Monday
2024,2,26,200,32,116,148,Monday
2024,2,26,100,43,60,103,Monday
2024,2,25,2400,68,42,110,Sunday
2024,2,25,2300,91,85,176,Sunday
2024,2,25,2200,122,147,269,Sunday
2024,2,25,2100,158,222,380,Sunday
2024,2,25,2000,248,345,593,Sunday
2024,2,25,1900,291,631,922,Sunday
2024,2,25,1800,374,1391,1765,Sunday
2024,2,25,1700,465,1904,2369,Sunday
2024,2,25,1600,522,1519,2041,Sunday
2024,2,25,1500,599,1255,1854,Sunday
2024,2,25,1400,647,1132,1779,Sunday
2024,2,25,1300,742,1083,1825,Sunday
2024,2,25,1200,863,915,1778,Sunday
2024,2,25,1100,857,623,1480,Sunday
2024,2,25,1000,954,385,1339,Sunday
2024,2,25,900,1492,275,1767,Sunday
2024,2,25,800,1113,101,1214,Sunday
2024,2,25,700,190,54,244,Sunday
2024,2,25,600,77,34,111,Sunday
2024,2,25,500,42,49,91,Sunday
2024,2,25,400,24,39,63,Sunday
2024,2,25,300,31,38,69,Sunday
2024,2,25,200,55,66,121,Sunday
2024,2,25,100,69,93,162,Sunday
2024,2,24,2400,87,111,198,Saturday
2024,2,24,2300,115,204,319,Saturday
2024,2,24,2200,156,240,396,Saturday
2024,2,24,2100,168,419,587,Saturday
2024,2,24,2000,239,533,772,Saturday
2024,2,24,1900,308,724,1032,Saturday
2024,2,24,1800,422,1512,1934,Saturday
2024,2,24,1700,502,1913,2415,Saturday
2024,2,24,1600,653,1442,2095,Saturday
2024,2,24,1500,720,1022,1742,Saturday
2024,2,24,1400,820,813,1633,Saturday
2024,2,24,1300,953,718,1671,Saturday
2024,2,24,1200,1069,672,1741,Saturday
2024,2,24,1100,1005,487,1492,Saturday
2024,2,24,1000,1058,372,1430,Saturday
2024,2,24,900,1620,278,1898,Saturday
2024,2,24,800,1104,125,1229,Saturday
2024,2,24,700,234,81,315,Saturday
2024,2,24,600,91,62,153,Saturday
2024,2,24,500,40,55,95,Saturday
2024,2,24,400,28,50,78,Saturday
2024,2,24,300,33,53,86,Saturday
2024,2,24,200,53,61,114,Saturday
2024,2,24,100,66,91,157,Saturday
2024,2,23,2400,81,108,189,Friday
2024,2,23,2300,120,200,320,Friday
2024,2,23,2200,178,318,496,Friday
2024,2,23,2100,316,366,682,Friday
2024,2,23,2000,479,506,985,Friday
2024,2,23,1900,666,743,1409,Friday
2024,2,23,1800,833,1295,2128,Friday
2024,2,23,1700,899,1627,2526,Friday
2024,2,23,1600,901,1364,2265,Friday
2024,2,23,1500,908,893,1801,Friday
2024,2,23,1400,911,780,1691,Friday
2024,2,23,1300,885,710,1595,Friday
2024,2,23,1200,1002,655,1657,Friday
2024,2,23,1100,974,517,1491,Friday
2024,2,23,1000,999,440,1439,Friday
2024,2,23,900,1248,338,1586,Friday
2024,2,23,800,807,225,1032,Friday
2024,2,23,700,252,129,381,Friday
2024,2,23,600,102,65,167,Friday
2024,2,23,500,58,60,118,Friday
2024,2,23,400,37,46,83,Friday
2024,2,23,300,40,48,88,Friday
2024,2,23,200,66,66,132,Friday
2024,2,23,100,73,67,140,Friday
2024,2,22,2400,109,105,214,Thursday
2024,2,22,2300,150,178,328,Thursday
2024,2,22,2200,214,257,471,Thursday
2024,2,22,2100,239,360,599,Thursday
2024,2,22,2000,328,502,830,Thursday
2024,2,22,1900,420,706,1126,Thursday
2024,2,22,1800,564,1319,1883,Thursday
2024,2,22,1700,564,1469,2033,Thursday
2024,2,22,1600,638,1161,1799,Thursday
2024,2,22,1500,711,895,1606,Thursday
2024,2,22,1400,689,694,1383,Thursday
2024,2,22,1300,768,609,1377,Thursday
2024,2,22,1200,831,546,1377,Thursday
2024,2,22,1100,933,445,1378,Thursday
2024,2,22,1000,1020,389,1409,Thursday
2024,2,22,900,1196,309,1505,Thursday
2024,2,22,800,758,198,956,Thursday
2024,2,22,700,244,101,345,Thursday
2024,2,22,600,111,56,167,Thursday
2024,2,22,500,23,45,68,Thursday
2024,2,22,400,37,60,97,Thursday
2024,2,22,300,37,46,83,Thursday
2024,2,22,200,32,45,77,Thursday
2024,2,22,100,64,86,150,Thursday
2024,2,21,2400,83,111,194,Wednesday
2024,2,21,2300,132,166,298,Wednesday
2024,2,21,2200,179,326,505,Wednesday
2024,2,21,2100,232,342,574,Wednesday
2024,2,21,2000,281,464,745,Wednesday
2024,2,21,1900,392,645,1037,Wednesday
2024,2,21,1800,471,1285,1756,Wednesday
2024,2,21,1700,564,1538,2102,Wednesday
2024,2,21,1600,578,1174,1752,Wednesday
2024,2,21,1500,614,838,1452,Wednesday
2024,2,21,1400,690,694,1384,Wednesday
2024,2,21,1300,808,630,1438,Wednesday
2024,2,21,1200,902,524,1426,Wednesday
2024,2,21,1100,871,436,1307,Wednesday
2024,2,21,1000,1003,366,1369,Wednesday
2024,2,21,900,1203,289,1492,Wednesday
2024,2,21,800,750,172,922,Wednesday
2024,2,21,700,228,104,332,Wednesday
2024,2,21,600,111,57,168,Wednesday
2024,2,21,500,53,37,90,Wednesday
2024,2,21,400,38,46,84,Wednesday
2024,2,21,300,26,33,59,Wednesday
2024,2,21,200,32,69,101,Wednesday
2024,2,21,100,42,81,123,Wednesday
2024,2,20,2400,85,133,218,Tuesday
2024,2,20,2300,123,167,290,Tuesday
2024,2,20,2200,161,304,465,Tuesday
2024,2,20,2100,199,347,546,Tuesday
2024,2,20,2000,300,440,740,Tuesday
2024,2,20,1900,388,682,1070,Tuesday
2024,2,20,1800,476,1390,1866,Tuesday
2024,2,20,1700,538,1655,2193,Tuesday
2024,2,20,1600,599,1305,1904,Tuesday
2024,2,20,1500,640,869,1509,Tuesday
2024,2,20,1400,772,604,1376,Tuesday
2024,2,20,1300,798,525,1323,Tuesday
2024,2,20,1200,934,523,1457,Tuesday
2024,2,20,1100,968,398,1366,Tuesday
2024,2,20,1000,1040,329,1369,Tuesday
2024,2,20,900,1303,280,1583,Tuesday
2024,2,20,800,756,161,917,Tuesday
2024,2,20,700,201,108,309,Tuesday
2024,2,20,600,117,62,179,Tuesday
2024,2,20,500,38,34,72,Tuesday
2024,2,20,400,30,28,58,Tuesday
2024,2,20,300,25,30,55,Tuesday
2024,2,20,200,28,54,82,Tuesday
2024,2,20,100,48,65,113,Tuesday
2024,2,19,2400,64,99,163,Monday
2024,2,19,2300,87,184,271,Monday
2024,2,19,2200,119,349,468,Monday
2024,2,19,2100,174,560,734,Monday
2024,2,19,2000,273,888,1161,Monday
2024,2,19,1900,385,1455,1840,Monday
2024,2,19,1800,484,2449,2933,Monday
2024,2,19,1700,626,2736,3362,Monday
2024,2,19,1600,798,2339,3137,Monday
2024,2,19,1500,1056,2040,3096,Monday
2024,2,19,1400,1268,1765,3033,Monday
2024,2,19,1300,1487,1411,2898,Monday
2024,2,19,1200,1610,1141,2751,Monday
2024,2,19,1100,1513,693,2206,Monday
2024,2,19,1000,1426,428,1854,Monday
2024,2,19,900,1554,230,1784,Monday
2024,2,19,800,890,124,1014,Monday
2024,2,19,700,221,66,287,Monday
2024,2,19,600,98,61,159,Monday
2024,2,19,500,54,47,101,Monday
2024,2,19,400,40,36,76,Monday
2024,2,19,300,37,46,83,Monday
2024,2,19,200,54,45,99,Monday
2024,2,19,100,43,67,110,Monday
2024,2,18,2400,79,90,169,Sunday
2024,2,18,2300,114,285,399,Sunday
2024,2,18,2200,193,399,592,Sunday
2024,2,18,2100,193,673,866,Sunday
2024,2,18,2000,280,1030,1310,Sunday
2024,2,18,1900,408,1571,1979,Sunday
2024,2,18,1800,489,2597,3086,Sunday
2024,2,18,1700,762,2746,3508,Sunday
2024,2,18,1600,849,1914,2763,Sunday
2024,2,18,1500,1101,1507,2608,Sunday
2024,2,18,1400,1493,1070,2563,Sunday
2024,2,18,1300,1741,853,2594,Sunday
2024,2,18,1200,1881,684,2565,Sunday
2024,2,18,1100,1620,484,2104,Sunday
2024,2,18,1000,1483,317,1800,Sunday
2024,2,18,900,1777,203,1980,Sunday
2024,2,18,800,1079,96,1175,Sunday
2024,2,18,700,215,61,276,Sunday
2024,2,18,600,59,31,90,Sunday
2024,2,18,500,29,32,61,Sunday
2024,2,18,400,27,39,66,Sunday
2024,2,18,300,31,35,66,Sunday
2024,2,18,200,51,40,91,Sunday
2024,2,18,100,58,74,132,Sunday
2024,2,17,2400,95,132,227,Saturday
2024,2,17,2300,139,238,377,Saturday
2024,2,17,2200,160,380,540,Saturday
2024,2,17,2100,232,545,777,Saturday
2024,2,17,2000,324,771,1095,Saturday
2024,2,17,1900,442,1306,1748,Saturday
2024,2,17,1800,560,2212,2772,Saturday
2024,2,17,1700,749,2214,2963,Saturday
2024,2,17,1600,916,1556,2472,Saturday
2024,2,17,1500,1113,1091,2204,Saturday
2024,2,17,1400,1350,810,2160,Saturday
2024,2,17,1300,1612,666,2278,Saturday
2024,2,17,1200,1775,595,2370,Saturday
2024,2,17,1100,1581,470,2051,Saturday
2024,2,17,1000,1418,363,1781,Saturday
2024,2,17,900,1772,223,1995,Saturday
2024,2,17,800,1206,121,1327,Saturday
2024,2,17,700,262,71,333,Saturday
2024,2,17,600,109,52,161,Saturday
2024,2,17,500,49,50,99,Saturday
2024,2,17,400,28,45,73,Saturday
2024,2,17,300,32,46,78,Saturday
2024,2,17,200,54,50,104,Saturday
2024,2,17,100,65,86,151,Saturday
2024,2,16,2400,147,112,259,Friday
2024,2,16,2300,199,193,392,Friday
2024,2,16,2200,256,293,549,Friday
2024,2,16,2100,451,392,843,Friday
2024,2,16,2000,598,449,1047,Friday
2024,2,16,1900,834,796,1630,Friday
2024,2,16,1800,1055,1256,2311,Friday
2024,2,16,1700,1202,1559,2761,Friday
2024,2,16,1600,1203,1259,2462,Friday
2024,2,16,1500,1184,789,1973,Friday
2024,2,16,1400,1116,698,1814,Friday
2024,2,16,1300,1081,630,1711,Friday
2024,2,16,1200,1139,569,1708,Friday
2024,2,16,1100,1062,412,1474,Friday
2024,2,16,1000,1032,374,1406,Friday
2024,2,16,900,1215,308,1523,Friday
2024,2,16,800,827,187,1014,Friday
2024,2,16,700,228,92,320,Friday
2024,2,16,600,134,64,198,Friday
2024,2,16,500,38,59,97,Friday
2024,2,16,400,37,44,81,Friday
2024,2,16,300,51,47,98,Friday
2024,2,16,200,58,49,107,Friday
2024,2,16,100,106,47,153,Friday
2024,2,15,2400,120,104,224,Thursday
2024,2,15,2300,170,146,316,Thursday
2024,2,15,2200,242,229,471,Thursday
2024,2,15,2100,264,265,529,Thursday
2024,2,15,2000,400,407,807,Thursday
2024,2,15,1900,516,574,1090,Thursday
2024,2,15,1800,628,946,1574,Thursday
2024,2,15,1700,740,1211,1951,Thursday
2024,2,15,1600,695,927,1622,Thursday
2024,2,15,1500,783,668,1451,Thursday
2024,2,15,1400,784,517,1301,Thursday
2024,2,15,1300,780,496,1276,Thursday
2024,2,15,1200,823,505,1328,Thursday
2024,2,15,1100,802,385,1187,Thursday
2024,2,15,1000,878,355,1233,Thursday
2024,2,15,900,1005,296,1301,Thursday
2024,2,15,800,631,192,823,Thursday
2024,2,15,700,232,90,322,Thursday
2024,2,15,600,103,54,157,Thursday
2024,2,15,500,45,43,88,Thursday
2024,2,15,400,34,56,90,Thursday
2024,2,15,300,32,32,64,Thursday
2024,2,15,200,44,44,88,Thursday
2024,2,15,100,60,62,122,Thursday
2024,2,14,2400,101,110,211,Wednesday
2024,2,14,2300,146,174,320,Wednesday
2024,2,14,2200,161,263,424,Wednesday
2024,2,14,2100,209,301,510,Wednesday
2024,2,14,2000,286,339,625,Wednesday
2024,2,14,1900,461,599,1060,Wednesday
2024,2,14,1800,574,834,1408,Wednesday
2024,2,14,1700,589,1029,1618,Wednesday
2024,2,14,1600,499,802,1301,Wednesday
2024,2,14,1500,539,664,1203,Wednesday
2024,2,14,1400,583,510,1093,Wednesday
2024,2,14,1300,603,442,1045,Wednesday
2024,2,14,1200,707,419,1126,Wednesday
2024,2,14,1100,652,368,1020,Wednesday
2024,2,14,1000,694,279,973,Wednesday
2024,2,14,900,862,292,1154,Wednesday
2024,2,14,800,535,175,710,Wednesday
2024,2,14,700,221,103,324,Wednesday
2024,2,14,600,87,35,122,Wednesday
2024,2,14,500,39,43,82,Wednesday
2024,2,14,400,33,62,95,Wednesday
2024,2,14,300,24,37,61,Wednesday
2024,2,14,200,32,44,76,Wednesday
2024,2,14,100,40,62,102,Wednesday
2024,2,13,2400,80,106,186,Tuesday
2024,2,13,2300,108,116,224,Tuesday
2024,2,13,2200,131,182,313,Tuesday
2024,2,13,2100,215,240,455,Tuesday
2024,2,13,2000,212,309,521,Tuesday
2024,2,13,1900,343,452,795,Tuesday
2024,2,13,1800,407,781,1188,Tuesday
2024,2,13,1700,390,990,1380,Tuesday
2024,2,13,1600,478,781,1259,Tuesday
2024,2,13,1500,438,595,1033,Tuesday
2024,2,13,1400,478,501,979,Tuesday
2024,2,13,1300,504,456,960,Tuesday
2024,2,13,1200,541,432,973,Tuesday
2024,2,13,1100,602,330,932,Tuesday
2024,2,13,1000,706,288,994,Tuesday
2024,2,13,900,908,262,1170,Tuesday
2024,2,13,800,543,204,747,Tuesday
2024,2,13,700,211,95,306,Tuesday
2024,2,13,600,100,74,174,Tuesday
2024,2,13,500,37,57,94,Tuesday
2024,2,13,400,27,39,66,Tuesday
2024,2,13,300,22,34,56,Tuesday
2024,2,13,200,22,30,52,Tuesday
2024,2,13,100,43,41,84,Tuesday
2024,2,12,2400,67,93,160,Monday
2024,2,12,2300,110,127,237,Monday
2024,2,12,2200,146,201,347,Monday
2024,2,12,2100,185,244,429,Monday
2024,2,12,2000,223,318,541,Monday
2024,2,12,1900,317,483,800,Monday
2024,2,12,1800,415,852,1267,Monday
2024,2,12,1700,405,992,1397,Monday
2024,2,12,1600,468,798,1266,Monday
2024,2,12,1500,463,636,1099,Monday
2024,2,12,1400,520,514,1034,Monday
2024,2,12,1300,604,554,1158,Monday
2024,2,12,1200,598,494,1092,Monday
2024,2,12,1100,674,357,1031,Monday
2024,2,12,1000,659,290,949,Monday
2024,2,12,900,887,258,1145,Monday
2024,2,12,800,528,181,709,Monday
2024,2,12,700,212,78,290,Monday
2024,2,12,600,98,53,151,Monday
2024,2,12,500,39,34,73,Monday
2024,2,12,400,30,20,50,Monday
2024,2,12,300,28,33,61,Monday
2024,2,12,200,35,38,73,Monday
2024,2,12,100,52,37,89,Monday
2024,2,11,2400,75,97,172,Sunday
2024,2,11,2300,105,145,250,Sunday
2024,2,11,2200,137,265,402,Sunday
2024,2,11,2100,127,300,427,Sunday
2024,2,11,2000,187,452,639,Sunday
2024,2,11,1900,281,716,997,Sunday
2024,2,11,1800,350,1388,1738,Sunday
2024,2,11,1700,481,1774,2255,Sunday
2024,2,11,1600,555,1702,2257,Sunday
2024,2,11,1500,636,1424,2060,Sunday
2024,2,11,1400,708,1052,1760,Sunday
2024,2,11,1300,768,1119,1887,Sunday
2024,2,11,1200,917,907,1824,Sunday
2024,2,11,1100,872,611,1483,Sunday
2024,2,11,1000,902,347,1249,Sunday
2024,2,11,900,1342,208,1550,Sunday
2024,2,11,800,734,104,838,Sunday
2024,2,11,700,149,66,215,Sunday
2024,2,11,600,61,26,87,Sunday
2024,2,11,500,32,30,62,Sunday
2024,2,11,400,33,33,66,Sunday
2024,2,11,300,31,36,67,Sunday
2024,2,11,200,45,54,99,Sunday
2024,2,11,100,53,64,117,Sunday
2024,2,10,2400,61,106,167,Saturday
2024,2,10,2300,124,220,344,Saturday
2024,2,10,2200,125,287,412,Saturday
2024,2,10,2100,154,381,535,Saturday
2024,2,10,2000,234,532,766,Saturday
2024,2,10,1900,365,842,1207,Saturday
2024,2,10,1800,497,1591,2088,Saturday
2024,2,10,1700,548,1940,2488,Saturday
2024,2,10,1600,593,1558,2151,Saturday
2024,2,10,1500,768,1024,1792,Saturday
2024,2,10,1400,836,758,1594,Saturday
2024,2,10,1300,1020,595,1615,Saturday
2024,2,10,1200,1155,546,1701,Saturday
2024,2,10,1100,1096,396,1492,Saturday
2024,2,10,1000,1187,332,1519,Saturday
2024,2,10,900,1819,247,2066,Saturday
2024,2,10,800,1021,141,1162,Saturday
2024,2,10,700,207,70,277,Saturday
2024,2,10,600,75,46,121,Saturday
2024,2,10,500,26,46,72,Saturday
2024,2,10,400,20,43,63,Saturday
2024,2,10,300,32,48,80,Saturday
2024,2,10,200,56,46,102,Saturday
2024,2,10,100,84,57,141,Saturday
2024,2,9,2400,103,113,216,Friday
2024,2,9,2300,178,166,344,Friday
2024,2,9,2200,212,243,455,Friday
2024,2,9,2100,309,325,634,Friday
2024,2,9,2000,419,488,907,Friday
2024,2,9,1900,636,588,1224,Friday
2024,2,9,1800,879,1042,1921,Friday
2024,2,9,1700,915,1260,2175,Friday
2024,2,9,1600,893,961,1854,Friday
2024,2,9,1500,835,708,1543,Friday
2024,2,9,1400,807,620,1427,Friday
2024,2,9,1300,819,576,1395,Friday
2024,2,9,1200,823,550,1373,Friday
2024,2,9,1100,751,400,1151,Friday
2024,2,9,1000,874,306,1180,Friday
2024,2,9,900,1038,319,1357,Friday
2024,2,9,800,649,172,821,Friday
2024,2,9,700,227,111,338,Friday
2024,2,9,600,102,51,153,Friday
2024,2,9,500,57,66,123,Friday
2024,2,9,400,43,49,92,Friday
2024,2,9,300,49,46,95,Friday
2024,2,9,200,69,39,108,Friday
2024,2,9,100,67,50,117,Friday
2024,2,8,2400,110,110,220,Thursday
2024,2,8,2300,133,151,284,Thursday
2024,2,8,2200,239,237,476,Thursday
2024,2,8,2100,239,220,459,Thursday
2024,2,8,2000,352,327,679,Thursday
2024,2,8,1900,389,452,841,Thursday
2024,2,8,1800,515,865,1380,Thursday
2024,2,8,1700,528,1029,1557,Thursday
2024,2,8,1600,554,845,1399,Thursday
2024,2,8,1500,544,716,1260,Thursday
2024,2,8,1400,552,563,1115,Thursday
2024,2,8,1300,517,492,1009,Thursday
2024,2,8,1200,630,472,1102,Thursday
2024,2,8,1100,668,377,1045,Thursday
2024,2,8,1000,754,323,1077,Thursday
2024,2,8,900,939,307,1246,Thursday
2024,2,8,800,579,179,758,Thursday
2024,2,8,700,201,101,302,Thursday
2024,2,8,600,110,31,141,Thursday
2024,2,8,500,37,31,68,Thursday
2024,2,8,400,26,45,71,Thursday
2024,2,8,300,41,46,87,Thursday
2024,2,8,200,26,49,75,Thursday
2024,2,8,100,60,69,129,Thursday
2024,2,7,2400,87,100,187,Wednesday
2024,2,7,2300,138,135,273,Wednesday
2024,2,7,2200,178,173,351,Wednesday
2024,2,7,2100,217,246,463,Wednesday
2024,2,7,2000,287,288,575,Wednesday
2024,2,7,1900,313,485,798,Wednesday
2024,2,7,1800,441,817,1258,Wednesday
2024,2,7,1700,497,1054,1551,Wednesday
2024,2,7,1600,478,816,1294,Wednesday
2024,2,7,1500,507,586,1093,Wednesday
2024,2,7,1400,514,490,1004,Wednesday
2024,2,7,1300,482,400,882,Wednesday
2024,2,7,1200,610,376,986,Wednesday
2024,2,7,1100,579,326,905,Wednesday
2024,2,7,1000,701,314,1015,Wednesday
2024,2,7,900,892,306,1198,Wednesday
2024,2,7,800,555,171,726,Wednesday
2024,2,7,700,206,92,298,Wednesday
2024,2,7,600,91,60,151,Wednesday
2024,2,7,500,34,37,71,Wednesday
2024,2,7,400,23,34,57,Wednesday
2024,2,7,300,30,32,62,Wednesday
2024,2,7,200,35,44,79,Wednesday
2024,2,7,100,51,61,112,Wednesday
2024,2,6,2400,69,85,154,Tuesday
2024,2,6,2300,96,135,231,Tuesday
2024,2,6,2200,140,162,302,Tuesday
2024,2,6,2100,179,177,356,Tuesday
2024,2,6,2000,254,266,520,Tuesday
2024,2,6,1900,279,478,757,Tuesday
2024,2,6,1800,356,768,1124,Tuesday
2024,2,6,1700,407,967,1374,Tuesday
2024,2,6,1600,448,800,1248,Tuesday
2024,2,6,1500,472,706,1178,Tuesday
2024,2,6,1400,477,611,1088,Tuesday
2024,2,6,1300,473,353,826,Tuesday
2024,2,6,1200,559,303,862,Tuesday
2024,2,6,1100,570,322,892,Tuesday
2024,2,6,1000,641,294,935,Tuesday
2024,2,6,900,847,284,1131,Tuesday
2024,2,6,800,543,181,724,Tuesday
2024,2,6,700,202,97,299,Tuesday
2024,2,6,600,96,48,144,Tuesday
2024,2,6,500,43,46,89,Tuesday
2024,2,6,400,26,34,60,Tuesday
2024,2,6,300,29,39,68,Tuesday
2024,2,6,200,28,46,74,Tuesday
2024,2,6,100,34,49,83,Tuesday
2024,2,5,2400,49,101,150,Monday
2024,2,5,2300,116,113,229,Monday
2024,2,5,2200,123,178,301,Monday
2024,2,5,2100,182,201,383,Monday
2024,2,5,2000,210,269,479,Monday
2024,2,5,1900,263,427,690,Monday
2024,2,5,1800,435,857,1292,Monday
2024,2,5,1700,455,1049,1504,Monday
2024,2,5,1600,503,802,1305,Monday
2024,2,5,1500,519,684,1203,Monday
2024,2,5,1400,508,518,1026,Monday
2024,2,5,1300,519,429,948,Monday
2024,2,5,1200,651,396,1047,Monday
2024,2,5,1100,640,334,974,Monday
2024,2,5,1000,793,294,1087,Monday
2024,2,5,900,917,272,1189,Monday
2024,2,5,800,568,158,726,Monday
2024,2,5,700,200,97,297,Monday
2024,2,5,600,92,28,120,Monday
2024,2,5,500,31,28,59,Monday
2024,2,5,400,20,24,44,Monday
2024,2,5,300,26,32,58,Monday
2024,2,5,200,39,31,70,Monday
2024,2,5,100,33,65,98,Monday
2024,2,4,2400,68,89,157,Sunday
2024,2,4,2300,95,107,202,Sunday
2024,2,4,2200,111,217,328,Sunday
2024,2,4,2100,186,307,493,Sunday
2024,2,4,2000,192,421,613,Sunday
2024,2,4,1900,263,648,911,Sunday
2024,2,4,1800,328,1474,1802,Sunday
2024,2,4,1700,372,1769,2141,Sunday
2024,2,4,1600,492,1443,1935,Sunday
2024,2,4,1500,516,1102,1618,Sunday
2024,2,4,1400,582,1092,1674,Sunday
2024,2,4,1300,716,931,1647,Sunday
2024,2,4,1200,790,876,1666,Sunday
2024,2,4,1100,689,542,1231,Sunday
2024,2,4,1000,998,355,1353,Sunday
2024,2,4,900,1221,192,1413,Sunday
2024,2,4,800,696,102,798,Sunday
2024,2,4,700,149,69,218,Sunday
2024,2,4,600,62,38,100,Sunday
2024,2,4,500,28,41,69,Sunday
2024,2,4,400,21,34,55,Sunday
2024,2,4,300,25,47,72,Sunday
2024,2,4,200,31,52,83,Sunday
2024,2,4,100,44,64,108,Sunday
2024,2,3,2400,47,100,147,Saturday
2024,2,3,2300,78,165,243,Saturday
2024,2,3,2200,122,294,416,Saturday
2024,2,3,2100,136,341,477,Saturday
2024,2,3,2000,220,495,715,Saturday
2024,2,3,1900,308,754,1062,Saturday
2024,2,3,1800,413,1452,1865,Saturday
2024,2,3,1700,496,1745,2241,Saturday
2024,2,3,1600,598,1228,1826,Saturday
2024,2,3,1500,736,882,1618,Saturday
2024,2,3,1400,787,651,1438,Saturday
2024,2,3,1300,901,632,1533,Saturday
2024,2,3,1200,992,512,1504,Saturday
2024,2,3,1100,958,424,1382,Saturday
2024,2,3,1000,975,286,1261,Saturday
2024,2,3,900,1515,224,1739,Saturday
2024,2,3,800,976,114,1090,Saturday
2024,2,3,700,237,72,309,Saturday
2024,2,3,600,58,43,101,Saturday
2024,2,3,500,28,45,73,Saturday
2024,2,3,400,19,34,53,Saturday
2024,2,3,300,29,48,77,Saturday
2024,2,3,200,30,49,79,Saturday
2024,2,3,100,62,60,122,Saturday
2024,2,2,2400,83,114,197,Friday
2024,2,2,2300,135,150,285,Friday
2024,2,2,2200,211,246,457,Friday
2024,2,2,2100,289,290,579,Friday
2024,2,2,2000,461,349,810,Friday
2024,2,2,1900,666,516,1182,Friday
2024,2,2,1800,829,896,1725,Friday
2024,2,2,1700,930,1146,2076,Friday
